date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-09-16,BIBLIOTECA NACIONAL DEL PERU,2026-09-16,09:00,,Biblioteca Nacional del Peru,San Borja,"San Borja, Lima, Peru",Exposicion/Literatura,EntradaLibre,https://entradalibre.me/,0.8,EntradaLibre lo lista para hoy en San Borja; titulo/sede coinciden.
2026-09-16,KARRYCATURAS: 50 GESTOS UNIVERSALES,2026-09-16,09:00,,Callao,Callao,"Callao, Lima Metropolitana, Peru",Exposicion/Ilustracion,EntradaLibre,https://entradalibre.me/,0.73,"EntradaLibre lo lista para hoy; localidad Callao, detalles no abiertos."
2026-09-16,MUSEO NUMISMATICO DEL PERU,2026-09-16,09:00,,Museo Numismatico del Peru,Cercado de Lima,"Jiron Junin 781, Cercado de Lima, Lima, Peru",Exposicion/Museo,EntradaLibre,https://entradalibre.me/,0.86,EntradaLibre lo lista para hoy en Cercado de Lima; sede inferida por titulo.
2026-09-16,SAN JUAN MACIAS,2026-09-16,09:00,,Cercado de Lima,Cercado de Lima,"Cercado de Lima, Lima, Peru",Exposicion/Pintura,EntradaLibre,https://entradalibre.me/,0.78,EntradaLibre lo lista para hoy; falta detalle de sede en resumen.
2026-09-16,CASA WARNER BROS. EXPERIENCIA INMERSIVA,2026-09-16,11:00,22:00,Explanada del Centro Comercial Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, cruce con Av. Tomas Valle, Independencia, Lima, Peru",Familia/Experiencia inmersiva,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.91,Agenda Heptagrama del miercoles 16; experiencia familiar con horario y precios.
2026-09-16,1509 OPERACION VICTORIA,2026-09-16,11:30,,Auditorio Hubert Lanssiers del LUM,Miraflores,"Calle San Martin 151, Miraflores, Lima, Peru",Cine/Documental,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.92,"Cine forum Museo, Cine y Reflexion; ingreso libre."
2026-09-16,GENIOS DEL ARTE. THE EXPERIENCE,2026-09-16,13:30,21:30,Centro Comercial Plaza San Miguel,San Miguel,"Av. La Marina 2000, 4to piso, San Miguel, Lima, Peru",Familia/Experiencia inmersiva,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,Heptagrama lista experiencia inmersiva para miercoles 16.
2026-09-16,LIBRO DE ARTISTA SOSTENIBLE,2026-09-16,16:00,,Mediateca de la Alianza Francesa Jesus Maria,Jesus Maria,"Av. San Felipe 303, Jesus Maria, Lima, Peru",Taller/Arte,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.92,Taller gratuito listado por Heptagrama; ingreso libre.
2026-09-16,"PACHACAMAC, UN SANTUARIO MILENARIO",2026-09-16,17:30,,Proyecto AMIL,Barranco,"Av. Pedro de Osma 409, Barranco, Lima, Peru",Charla/Patrimonio,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.92,Charla de World Monuments Fund con Denise Pozzi-Escot; ingreso libre.
2026-09-16,EL MARIATEGUISMO,2026-09-16,18:00,,Auditorio del Museo Jose Carlos Mariategui,Cercado de Lima,"Jr. Washington 1946, Cercado de Lima, Lima, Peru",Presentacion de libro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.92,Presentacion de libro de Eduardo Caceres Valdivia; ingreso libre.
2026-09-16,OJOS QUE NO VEN,2026-09-16,18:00,,Sala de Conferencias de Estudios Generales Letras PUCP,San Miguel,"Av. Universitaria 1801, Urb. Pando, San Miguel, Lima, Peru",Cine/Cultura,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.91,Cine Club Letras PUCP; ingreso libre con inscripcion.
2026-09-16,CUANDO LA MUSICA DEJO DE SER CALETA,2026-09-16,19:00,,"Museo Nacional de Arqueologia, Antropologia e Historia del Peru",Pueblo Libre,"Plaza Bolivar s/n, Pueblo Libre, Lima, Peru",Ponencia/Musica,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.92,Ponencia con acceso gratuito y transmision online.
2026-09-16,EL DISCURSO DEL REY,2026-09-16,19:00,,Auditorio del Britanico Surco,Santiago de Surco,"Av. Caminos del Inca 3581, Santiago de Surco, Lima, Peru",Cine,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.92,Cine Club Clasicos de Espana; ingreso libre.
2026-09-16,LIMA WEB FEST 10 - COMPETENCIA OFICIAL,2026-09-16,19:00,,Sala Armando Robles Godoy del Museo de la Nacion,San Borja,"Av. Javier Prado Este 2465, San Borja, Lima, Peru",Cine/Festival,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.92,Competencia de series digitales y cortometrajes; ingreso libre.
2026-09-16,CERO EXPECTATIVAS,2026-09-16,19:30,,Centro de Meditacion Kadampa,Magdalena del Mar,"Av. Manuel Gonzales Prada 535, Magdalena del Mar, Lima, Peru",Bienestar/Clase,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,Clase de meditacion listada por Heptagrama; entrada S/25.
2026-09-16,MEMORIAS DE UNA LIMENA,2026-09-16,19:30,,Sala Azul del Centro Cultural PUCP,San Isidro,"Av. Camino Real 1075, San Isidro, Lima, Peru",Presentacion de libro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.91,Presentacion de novela de Alonso Cueto; ingreso libre.
2026-09-16,"WANKAR, EL MITO DEL TAMBOR SAGRADO",2026-09-16,19:30,21:15,DanSa,Lince,"Av. Rivera Navarrete 2692, Lince, Lima, Peru",Musica/Gastronomia,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,Heptagrama lista funciones a las 7:30 pm y 9:15 pm.
2026-09-16,ALBERTO PLAZA: TOUR 2026 ESENCIAL,2026-09-16,20:00,,Gran Teatro Nacional,San Borja,"Av. Javier Prado Este 2225, San Borja, Lima, Peru",Musica/Concierto,Teleticket,https://teleticket.com.pe/conciertos,0.93,Confirmado por Heptagrama y Teleticket para el 16 de setiembre.
2026-09-16,DOCTORA BANDIDA. TERAPIA DE CHOQUE,2026-09-16,20:00,,La Estacion,Barranco,"Av. Pedro de Osma 112, Barranco, Lima, Peru",Stand up/Comedia,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,Show de Monica Cabrejos listado por Heptagrama.
2026-09-16,EL PROYECTO FLORIDA,2026-09-16,20:00,,Asociacion Cultural Tierra Baldia,Miraflores,"Av. Del Ejercito 847, Miraflores, Lima, Peru",Cine,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.91,Cine club con ingreso libre.
2026-09-16,IMPROS DE MIERCOLES,2026-09-16,20:00,,Centro Cultural Ricardo Palma,Miraflores,"Av. Jose Larco 770, Miraflores, Lima, Peru",Impro/Teatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.89,Improvisacion teatral Equipo Amarillo vs Equipo Azul.
2026-09-16,LA CABANA,2026-09-16,20:00,,Teatro Marsano,Miraflores,"Calle General Suarez 409, Miraflores, Lima, Peru",Teatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,Obra listada por Heptagrama para el miercoles.
2026-09-16,LA DIVINA COMEDIA,2026-09-16,20:00,,Teatro Julieta,Miraflores,"Pasaje Porta 132, Miraflores, Lima, Peru",Teatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,Adaptacion teatral listada por Heptagrama.
2026-09-16,NIRVANA. LIVE AT THE PARAMOUNT,2026-09-16,20:00,,Ritual Virtual,Miraflores,"Calle Esperanza 335, Miraflores, Lima, Peru",Cine/Musica,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.91,Cine Club Yuraqyana; ingreso libre.
2026-09-16,NOCHE DE CREADORAS,2026-09-16,20:00,21:00,Casa Bulbo,Barranco,"Av. Francisco Bolognesi 660, Barranco, Lima, Peru",Microteatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,"Microteatro con funciones 8:00, 8:30 y 9:00 pm."
2026-09-16,PRIMA FACIE,2026-09-16,20:00,,Teatro La Plaza,Miraflores,"Malecon de la Reserva 610, Larcomar, Miraflores, Lima, Peru",Teatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,Obra con Wendy Vasquez listada por Heptagrama.
2026-09-16,TERCER CUERPO,2026-09-16,20:00,,Teatro de Lucia,Miraflores,"Calle Bellavista 512, Miraflores, Lima, Peru",Teatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,Obra de Claudio Tolcachir listada por Heptagrama.
2026-09-16,EL METODO GRONHOLM,2026-09-16,20:30,,Teatro Claretiano,San Miguel,"Av. De Los Precursores 125, Urb. Maranga, San Miguel, Lima, Peru",Teatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,Obra de Jordi Galceran listada por Heptagrama.
2026-09-16,LO DIGO CON LAS MANOS,2026-09-16,20:30,,Coppelius Bar,San Borja,"Av. Angamos Este 2055, San Borja, Lima, Peru",Musica/Piano,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,Recital de piano de Bastian Guija.
2026-09-16,TRIBUTO A LOS BRECKER BROTHERS,2026-09-16,20:30,,Cocodrilo Verde,Miraflores,"Calle Francisco de Paula Camino 226, Miraflores, Lima, Peru",Musica/Jazz,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.89,Jazz sessions listado por Heptagrama.
2026-09-16,JAZZ AFROPERUANO & LATINOAMERICANO + JAM SESSION,2026-09-16,21:15,,Restobar de Naia Hotel,Miraflores,"Calle Alcanfores 465, Miraflores, Lima, Peru",Musica/Jazz,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,Ingreso libre segun Heptagrama.
2026-09-16,CONCIERTO PRO-FONDOS,2026-09-16,21:30,,Bar y Centro Cultural La Noche,Barranco,"Pasaje Sanchez Carrion 199 A, Barranco, Lima, Peru",Musica/Concierto,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,Concierto a cargo de Joao y Julian.
2026-09-16,JAM AFROPERUANO,2026-09-16,22:00,,Jazz Zone,Miraflores,"Av. La Paz 646, Pasaje El Suche, Miraflores, Lima, Peru",Musica/Danza,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.89,Jam afroperuano listado por Heptagrama.
2026-09-16,ORQUESTA SALSA PUCP,2026-09-17,12:30,,PUCP,San Miguel,"Av. Universitaria 1801, San Miguel, Lima, Peru",Musica/Salsa,EntradaLibre,https://entradalibre.me/event/coro-del-britanico-15/,0.80,Aparece como evento relacionado de EntradaLibre para el 17 de septiembre.
2026-09-16,CELESTE - SEPTEMBER 17TH,2026-09-17,19:00,,Union Central,Cercado de Lima,"Jr. Heroes de Tarapaca 177, Cercado de Lima, Lima, Peru",Musica/Metal,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.86,Bandsintown lista CELESTE (FR) en Union Central.
2026-09-16,YAMI SAFDIE,2026-09-17,21:00,,Centro de Convenciones Barranco,Barranco,"Barranco, Lima, Peru",Musica/Pop,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.84,Evento listado por Bandsintown; direccion exacta no visible.
2026-09-16,EL JEFE DEL JEFE,2026-09-17,,,Multiteatro Movistar - Sala 3,Santiago de Surco,"Av. Alfredo Benavides 4981, Santiago de Surco, Lima, Peru",Teatro,Teleticket,https://teleticket.com.pe/,0.86,Temporada del 17 de setiembre al 1 de noviembre; hora no visible en listado principal.
2026-09-16,EL TIEMPO ES UN ARBOL QUE NO CESA DE CRECER,2026-09-17,,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay cuadra 4 s/n, Cercado de Lima, Lima, Peru",Exposicion bibliografica,BNP Eventos,https://eventos.bnp.gob.pe/,0.82,BNP lista evento 17-17 SEP; titulo truncado en el listado.
2026-09-16,LA ESPADA LAS IDEAS Y LOS LIBROS,2026-09-17,,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay cuadra 4 s/n, Cercado de Lima, Lima, Peru",Charla/Conversatorio,BNP Eventos,https://eventos.bnp.gob.pe/,0.84,Conversatorio sobre Bernardo de Monteagudo; hora no visible en listado.
2026-09-16,LEER EN FAMILIA: CRECER JUNTOS,2026-09-17,,,Estacion de Biblioteca Publica - El Agustino,El Agustino,"El Agustino, Lima, Peru",Mediacion de lectura,BNP Eventos,https://eventos.bnp.gob.pe/,0.84,Actividad presencial en biblioteca periferica de Lima; hora no visible en listado.
2026-09-16,POKE BROSS,2026-09-18,12:00,,Cercado de Lima,Cercado de Lima,"Cercado de Lima, Lima, Peru",Feria/Cultura,EntradaLibre,https://entradalibre.me/event/noa-ikanai/,0.77,Aparece como evento relacionado de EntradaLibre para 18 de septiembre.
2026-09-16,RETRO MARCIANA,2026-09-18,15:00,,San Borja,San Borja,"San Borja, Lima, Peru",Feria/Cultura,EntradaLibre,https://entradalibre.me/event/noa-ikanai/,0.77,Aparece como evento relacionado de EntradaLibre para 18 de septiembre.
2026-09-16,DEL COLEGIO MAXIMO DE SAN PABLO A LA BIBLIOTECA NACIONAL,2026-09-18,16:30,18:30,Gran Biblioteca Publica de Lima,Cercado de Lima,"Punto de encuentro: atrio de la Iglesia San Pedro, Jr. Azangaro cuadra 4, Cercado de Lima, Lima, Peru",Recorrido historico,BNP Eventos,https://eventos.bnp.gob.pe/agenda-cultural/otros/del-colegio-maximo-de-san-pablo-a-la-biblioteca-nacional-6232,0.96,Ingreso gratuito con inscripcion; recorrido historico BNP/Iglesia San Pedro.
2026-09-16,BACILOS EN LIMA,2026-09-18,19:00,,Multiespacio Costa 21,San Miguel,"Av. Circuito de Playas Costanera s/n, San Miguel, Lima, Peru",Musica/Concierto,Teleticket,https://teleticket.com.pe/,0.91,Tambien aparece en Bandsintown; se conserva Teleticket como fuente de venta local.
2026-09-16,IMAGINARIA,2026-09-18,19:30,,Jesus Maria,Jesus Maria,"Jesus Maria, Lima, Peru",Musica/Concierto,EntradaLibre,https://entradalibre.me/event/coro-del-britanico-15/,0.78,Aparece como evento relacionado de EntradaLibre para el 18 de septiembre; verificar sede exacta.
2026-09-16,LOS OUTSAIDERS EN LIMA,2026-09-18,20:00,,Lima,Lima,"Lima, Peru",Musica/Rock,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.80,Bandsintown lista Cometa a la deriva / Los Outsaiders; sede no visible en resumen.
2026-09-16,TE VI EN UN PLANETARIO + ESTAMOS PERDIDOS EN LIMA,2026-09-18,20:00,,Vichama Rock Bar,Cercado de Lima,"Jr. Carabaya 954, Cercado de Lima, Lima, Peru",Musica/Indie,Bandsintown,https://www.bandsintown.com/v/10449005-vichama-conciertos,0.89,Bandsintown venue page confirma Vichama y hora; listado ciudad tambien muestra ambos artistas.
2026-09-16,CREACION LITERARIA,2026-09-18,,,Estacion de Biblioteca Publica - Rimac,Rimac,"Rimac, Lima, Peru",Taller/Curso,BNP Eventos,https://eventos.bnp.gob.pe/,0.82,BNP lista taller para 18 SEP; hora no visible en listado.
2026-09-16,EL GRAN COMBO DE PUERTO RICO,2026-09-18,,,Gran Teatro Nacional,San Borja,"Av. Javier Prado Este 2225, San Borja, Lima, Peru",Musica/Salsa,Teleticket,https://teleticket.com.pe/,0.88,Evento Teleticket del 18 de setiembre; hora no visible en listado principal.
2026-09-16,ENTRE GRAFITOS Y LEYENDAS,2026-09-18,,,Estacion de Biblioteca Publica - La Victoria,La Victoria,"La Victoria, Lima, Peru",Mediacion de lectura,BNP Eventos,https://eventos.bnp.gob.pe/,0.82,Actividad inspirada en Tilsa Tsuchiya; hora no visible en listado.
2026-09-16,LA BIBLIOTECA DE BABEL Y LA COMPOSICION,2026-09-18,,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja, Lima, Peru",Mediacion de lectura,BNP Eventos,https://eventos.bnp.gob.pe/,0.84,BNP lista actividad en sede San Borja; hora no visible en resumen.
2026-09-16,AI SATURDAY 2026 - CLOUD EXPERTS,2026-09-19,09:00,,Lima,Lima,"Lima, Peru",Tecnologia/Meetup,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.82,Meetup Lima lista evento para el sabado; precio mostrado US$20.
2026-09-16,ARENAL MUSIC FEST II,2026-09-19,17:00,,Lima,Lima,"Lima, Peru",Musica/Festival,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.78,Bandsintown lista Katari en Arenales Music Fest II; sede no visible en resumen.
2026-09-16,MEDITACION SAHAJA YOGA GRATUITA,2026-09-19,17:00,,Lima,Lima,"Lima, Peru",Bienestar/Meetup,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.82,Meetup Lima lista evento gratuito para el sabado; sede no visible en resumen.
2026-09-16,SPEAK UP - CONVERSATION CLUB,2026-09-19,17:00,,Lima,Lima,"Lima, Peru",Idiomas/Meetup,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.82,Meetup Lima lista evento para el sabado; sede no visible en resumen.
2026-09-16,MILENA WARTHON - LATINCHOLA TOUR,2026-09-19,18:00,,Lima,Lima,"Lima, Peru",Musica/Pop Andino,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.81,Bandsintown lista evento para Lima; sede no visible en resumen.
2026-09-16,CAFE CINEFILO: LOS ASESINOS,2026-09-19,19:00,,Lima,Lima,"Lima, Peru",Cine/Meetup,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.82,Meetup Lima lista evento para el sabado; sede no visible en resumen.
2026-09-16,HESSE KASSEL EN LIMA,2026-09-19,20:00,,Yield Rock,Cercado de Lima,"Jr. Carabaya 815, Plaza San Martin, Cercado de Lima, Lima, Peru",Musica/Rock,Bandsintown,https://www.bandsintown.com/v/10315710-yield-rock,0.89,Bandsintown venue page confirma Yield Rock y hora.
2026-09-16,GUITARRA ROCK FEST,2026-09-19,21:00,,Lima,Lima,"Lima, Peru",Musica/Rock,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.78,Bandsintown lista Cuchillazo para Guitarra Rock Fest; sede no visible en resumen.
2026-09-16,AMERICA,2026-09-19,,,Gran Teatro Nacional,San Borja,"Av. Javier Prado Este 2225, San Borja, Lima, Peru",Teatro,Teleticket,https://teleticket.com.pe/,0.86,Temporada 19-20 de setiembre segun Teleticket.
2026-09-16,CLUB DE ARQUEOLOGIA PARA ADULTOS MAYORES,2026-09-19,,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay cuadra 4 s/n, Cercado de Lima, Lima, Peru",Otros/Arqueologia,BNP Eventos,https://eventos.bnp.gob.pe/,0.82,BNP lista actividad para 19 SEP; hora no visible en listado.
2026-09-16,CLUB DE CODIGO: ENTRE PAGINAS Y PIXELES,2026-09-19,,,Estacion de Biblioteca Publica - La Victoria,La Victoria,"La Victoria, Lima, Peru",Taller/Curso,BNP Eventos,https://eventos.bnp.gob.pe/,0.82,BNP lista taller para 19 SEP; hora no visible en listado.
2026-09-16,CUENTOS DE PRIMAVERA,2026-09-19,,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay cuadra 4 s/n, Cercado de Lima, Lima, Peru",Mediacion de lectura,BNP Eventos,https://eventos.bnp.gob.pe/,0.82,Bienvenida primavera; hora no visible en listado.
2026-09-16,FEDE VIGEVANI EN LIMA,2026-09-19,,,Multiespacio Costa 21,San Miguel,"Av. Circuito de Playas Costanera s/n, San Miguel, Lima, Peru",Musica/Familiar,Teleticket,https://teleticket.com.pe/,0.88,Evento Teleticket del 19 de setiembre; hora no visible en listado principal.
2026-09-16,FOODIES FOOD FESTIVAL 2026,2026-09-19,,,Club Cultural Lima,Chorrillos,"Chorrillos, Lima, Peru",Festival/Gastronomia,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.86,Bandsintown lo lista como festival near Lima el 19 de septiembre.
2026-09-16,LOS CAFRES,2026-09-19,,,Circulo Militar del Peru Salaverry,Jesus Maria,"Av. Salaverry, Jesus Maria, Lima, Peru",Musica/Reggae,Teleticket,https://teleticket.com.pe/,0.88,Evento Teleticket del 19 de setiembre; hora no visible en listado principal.
2026-09-16,PASION MONUMENTAL,2026-09-20,19:00,,Lima,Lima,"Lima, Peru",Musica,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.78,Bandsintown lista BOMBO De La BARRA en Pasion Monumental; sede no visible en resumen.
2026-09-16,SABRA FEST 2026,2026-09-20,19:00,,Rock and Pez,Lima,"Rock and Pez, Lima, Peru",Musica/Festival,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.86,Bandsintown lo lista como festival near Lima el 20 de septiembre.
2026-09-16,PLF LATIN DANCE WORLD COMPETITION,2026-09-20,23:00,,Lima,Lima,"Lima, Peru",Danza/Competencia,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.78,Bandsintown lista Dani J para competencia PLF; sede no visible en resumen.
2026-09-16,V CONGRESO INTERNACIONAL DE ARTE PERUANO,2026-09-23,09:00,,Cercado de Lima,Cercado de Lima,"Cercado de Lima, Lima, Peru",Congreso/Cultura,EntradaLibre,https://entradalibre.me/event/noa-ikanai/,0.77,Aparece como evento relacionado de EntradaLibre para 23 de septiembre.
2026-09-16,ROBBIE WILLIAMS,2026-09-23,21:00,,Arena 1 Park,San Miguel,"Costa Verde, San Miguel, Lima, Peru",Musica/Concierto,Bandsintown,https://www.bandsintown.com/c/huacho-peru,0.84,Bandsintown lista funcion del 23 de septiembre en Arena 1 Park; tambien aparece en Songkick para septiembre.
2026-09-16,ANNIE,2026-09-23,,,Teatro Municipal de Surco,Santiago de Surco,"Calle Sacramento 278, Parque de la Amistad, Santiago de Surco, Lima, Peru",Teatro Musical,Teleticket,https://teleticket.com.pe/,0.88,Temporada Teleticket del 23 de setiembre al 8 de noviembre; hora no visible.
2026-09-16,LECTURA EN EL PARQUE: PRIMAVERA ENTRE LIBROS Y FLORES,2026-09-23,,,Estacion de Biblioteca Publica - Comas,Comas,"Comas, Lima, Peru",Extension bibliotecaria,BNP Eventos,https://eventos.bnp.gob.pe/,0.83,BNP lista extension para 23 SEP.
2026-09-16,PRIMAVERA CON HISTORIAS,2026-09-23,,,Estacion de Biblioteca Publica - El Agustino,El Agustino,"El Agustino, Lima, Peru",Mediacion de lectura,BNP Eventos,https://eventos.bnp.gob.pe/,0.82,BNP lista actividad para 23 SEP; hora no visible en listado.
2026-09-16,SODA STEREO ECOS,2026-09-23,,,Arena 1,San Miguel,"Costa Verde, San Miguel, Lima, Peru",Musica/Concierto,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/2026/genre/pop,0.72,"Songkick page muestra futuros conciertos en Lima; fecha inferida de listado Arena 1/Wikipedia, verificar ticketera."
2026-09-16,TALLER DE PALEOGRAFIA SIGLOS XVI-XIX,2026-09-23,,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja, Lima, Peru",Taller/Curso,BNP Eventos,https://eventos.bnp.gob.pe/,0.82,BNP lista taller del 23 al 29 SEP; hora no visible en listado.
2026-09-16,JULIO PEREZ ACUSTICO LA SARITA,2026-09-24,19:30,,Britanico Santa Anita,Santa Anita,"Av. Los Ruiseñores 215, Santa Anita, Lima, Peru",Musica/Concierto,EntradaLibre,https://entradalibre.me/event/coro-del-britanico-15/,0.82,Aparece como evento relacionado de EntradaLibre para el 24 de septiembre.
2026-09-16,ZOOM,2026-09-24,19:30,,Britanico Los Jardines,San Martin de Porres,"Av. Alfredo Mendiola 1200, San Martin de Porres, Lima, Peru",Musica/Concierto,EntradaLibre,https://entradalibre.me/event/coro-del-britanico-15/,0.80,EntradaLibre lista funcion de ZOOM el 24 de septiembre en San Martin de Porres.
2026-09-16,LO NUNCA VISTO,2026-09-24,20:00,,Nuevo Teatro Julieta,Miraflores,"Miraflores, Lima, Peru",Artes escenicas,EnLima,https://enlima.pe/,0.86,"EnLima lista temporada del 24 SEP al 11 OCT, 8:00 pm."
2026-09-16,ROBBIE WILLIAMS,2026-09-24,21:00,,Arena 1 Park,San Miguel,"Costa Verde, San Miguel, Lima, Peru",Musica/Concierto,Bandsintown,https://www.bandsintown.com/c/huacho-peru,0.84,Bandsintown lista funcion del 24 de septiembre en Arena 1 Park.
2026-09-16,ONDA VAGA PRESENTA AMULETOS DE CRISTAL,2026-09-24,22:00,,Lima,Lima,"Lima, Peru",Musica/Concierto,Bandsintown,https://www.bandsintown.com/c/lima-peru,0.80,Bandsintown lista evento el 24 de septiembre; sede no visible en resumen.
2026-09-16,BIBLIOESCENA: DESTINO 0,2026-09-24,,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja, Lima, Peru",Biblioescena,BNP Eventos,https://eventos.bnp.gob.pe/,0.84,BNP lista actividad para 24 SEP; hora no visible en listado.
