date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-07-02,"The Waris",2026-07-02,19:30,,Auditorio del Britanico Santa Anita,Santa Anita,"Av. Los Ruisenores 215, Santa Anita",Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.86,"Free concert listing; also described in Heptagrama"
2026-07-02,"Harry Potter in Concert!",2026-07-02,19:30,,Auditorio del Britanico Los Jardines,San Martin de Porres,"Av. Alfredo Mendiola 1200, San Martin de Porres",Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.86,"Free concert listing; also described in Heptagrama"
2026-07-02,"Los Mirlos y Fruko",2026-07-02,21:00,,Barranco,Barranco,,Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.74,"District-only venue data on source"
2026-07-02,"La Megaferia de Vinilos",2026-07-03,10:00,,Miraflores,Miraflores,,Fair,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.75,"District-only venue data on source"
2026-07-02,"Sonidos que Cuentan",2026-07-04,11:30,,San Borja,San Borja,,Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.75,"District-only venue data on source"
2026-07-02,"Espero Fest",2026-07-04,12:00,,Barranco,Barranco,,Music/Fair,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.76,"Free/public cultural listing"
2026-07-02,"Musica, Corazon y Guitarra",2026-07-05,17:00,,Miraflores,Miraflores,,Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.75,"District-only venue data on source"
2026-07-02,"Contra Beethoven",2026-07-07,19:30,,Jesus Maria,Jesus Maria,,Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.75,"District-only venue data on source"
2026-07-02,"Intihuatana Cuarteto Tana",2026-07-08,19:00,,Cercado de Lima,Cercado de Lima,,Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.75,"District-only venue data on source"
2026-07-02,"The Waris",2026-07-09,19:30,,Santiago de Surco,Santiago de Surco,,Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.75,"Second July date from same artist series"
2026-07-02,"Harry Potter in Concert!",2026-07-09,19:30,,San Miguel,San Miguel,,Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.75,"Second July date from same concert series"
2026-07-02,"The Waris",2026-07-16,19:30,,San Juan de Lurigancho,San Juan de Lurigancho,,Music,EntradaLibre,https://entradalibre.me/event_cat/musica/,0.75,"Future July listing"
2026-07-02,"FIL Lima 2026",2026-07-22,,,Parque Proceres de la Independencia,Jesus Maria,,Book fair,EntradaLibre,https://entradalibre.me/event/fil-lima-2026/,0.80,"Runs 2026-07-22 to 2026-08-06; venue inferred from FIL Lima standard site"
2026-07-02,"La Independiente #9. Feria de Editoriales Peruanas",2026-07-02,14:00,22:00,Paseo de los Vecinos Ilustres del Parque 3 de Octubre,Pueblo Libre,"Av. General Manuel Vivanco cuadra 5, Pueblo Libre",Book fair,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.90,"Ingreso libre"
2026-07-02,"Cherry Blossom Experiencia Cultural Japonesa",2026-07-02,15:00,22:00,Zona Tanguis del Circuito Magico del Agua,Cercado de Lima,"Av. Petit Thouars cuadra 7, Urb. Santa Beatriz",Festival,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,"Family cultural festival"
2026-07-02,"Vidas Rebeldes - Cine Club El Mito Marilyn Monroe",2026-07-02,18:30,,Auditorio del Centro Cultural San Marcos,Cercado de Lima,"Av. Nicolas de Pierola 1222, Parque Universitario",Film,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.89,"Ingreso libre"
2026-07-02,"IV Festival de Musica Afroperuana",2026-07-02,19:30,,Auditorio Hugo Lumbreras del Centro Cultural Cayetano Heredia,Miraflores,"Av. Armendariz 445, Miraflores",Music,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.90,"Free with prior registration"
2026-07-02,"Alejandro Olmedo. El Peruano que conquisto Wimbledon",2026-07-02,19:30,,Auditorio del Club Las Terrazas,Miraflores,"Av. Malecon 28 de Julio 390, Miraflores",Book presentation,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.87,"Ingreso libre"
2026-07-02,"Pelo Malo - Kino Cat Cine Tulipan",2026-07-02,19:30,,El Gato Tulipan,Barranco,"Bajada de Banos 350, Barranco",Film,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,"Ingreso libre"
2026-07-02,"Crimen Impune",2026-07-02,20:00,,Teatro Julieta,Miraflores,"Pasaje Porta 132, Miraflores",Theater,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,"Paid theater listing"
2026-07-02,"Kortas 21 Temporada",2026-07-02,20:00,,Teatro Barranco,Barranco,"Av. Miguel Grau 701, Barranco",Theater,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,"Short-play program"
2026-07-02,"Casa Warner Bros. Experiencia Inmersiva",2026-07-03,11:00,22:00,Explanada del Centro Comercial Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, Independencia",Immersive experience,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.87,"Also listed on adjacent dates"
2026-07-02,"El Principito L'Experience",2026-07-03,11:00,,Centro Comercial Mall del Sur,San Juan de Miraflores,"Av. Los Lirios y Av. Pedro Miotta, San Juan de Miraflores",Immersive experience,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.87,"Multiple daily entry times"
2026-07-02,"Bodas de Sangre 2026",2026-07-02,20:00,,Teatro Marsano,Miraflores,"Calle General Suarez 409, Miraflores",Theater,Teleticket,https://teleticket.com.pe/teatro,0.91,"Runs 2026-07-02 to 2026-08-02"
2026-07-02,"Mi Madre, Mi Novia y Yo",2026-07-02,,,Multiteatro Movistar Sala 3,Santiago de Surco,,Theater,Teleticket,https://teleticket.com.pe/teatro,0.85,"Runs 2026-07-02 to 2026-07-05"
2026-07-02,"Caos en Familia",2026-07-02,,,Teatro Auditorio Miraflores,Miraflores,,Theater,Teleticket,https://teleticket.com.pe/teatro,0.85,"Runs 2026-07-02 to 2026-07-12"
2026-07-02,"Corazon de Loba",2026-07-03,,,Teatro Claretiano,San Miguel,,Theater,Teleticket,https://teleticket.com.pe/teatro,0.84,"Runs 2026-07-03 to 2026-08-30"
2026-07-02,"Mujer que no Jode es Hombre - Edicion 2026",2026-07-03,,,La Estacion de Barranco,Barranco,,Theater,Teleticket,https://teleticket.com.pe/teatro,0.84,"Runs 2026-07-03 to 2026-07-10"
2026-07-02,"Corten-Por Favor",2026-07-03,,,Capital Restobar,Barranco,,Theater,Teleticket,https://teleticket.com.pe/teatro,0.84,"Runs 2026-07-03 to 2026-07-10"
2026-07-02,"Mentirosos",2026-07-03,,,Centro Cultural CAFAE-SE,San Isidro,"Av. Arequipa 2985, San Isidro",Theater,Teleticket,https://teleticket.com.pe/teatro,0.86,"Runs 2026-07-03 to 2026-07-11"
2026-07-02,"El Veneno de Julieta",2026-07-03,,,Teatro Barranco,Barranco,"Av. Miguel Grau 701, Barranco",Theater,Teleticket,https://teleticket.com.pe/teatro,0.86,"Runs 2026-07-03 to 2026-07-18"
2026-07-02,"Noche de Enredos",2026-07-03,,,Teatro Auditorio Miraflores,Miraflores,,Theater,Teleticket,https://teleticket.com.pe/teatro,0.84,"Runs 2026-07-03 to 2026-07-18"
2026-07-02,"Wagner",2026-07-03,,,Gran Teatro Nacional,San Borja,"Av. De la Poesia 160, San Borja",Music,Teleticket,https://teleticket.com.pe/gran-teatro-nacional,0.88,"Gran Teatro Nacional listing"
2026-07-02,"Grupo 5",2026-07-04,,,Online / Teleticket Web,Lima,,Music,Teleticket,https://teleticket.com.pe/conciertos,0.78,"Listed as 2026-07-04 to 2026-07-24; web sales/listing"
2026-07-02,"Cenicienta, el Musical - Desde Broadway al Peru",2026-07-04,,,Teatro Mario Vargas Llosa,San Borja,,Theater,Teleticket,https://teleticket.com.pe/teatro,0.84,"Runs 2026-07-04 to 2026-08-09"
2026-07-02,"Los 3 Cerditos - Arlequin Teatro",2026-07-04,,,Teatro Auditorio Miraflores,Miraflores,,Family theater,Teleticket,https://teleticket.com.pe/teatro,0.83,"Runs 2026-07-04 to 2026-07-26"
2026-07-02,"Cenicienta Nunca Mas",2026-07-04,,,Teatro Juanita Tarnawiecki,Barranco,,Theater,Teleticket,https://teleticket.com.pe/teatro,0.83,"Runs 2026-07-04 to 2026-07-25"
2026-07-02,"El Arlequin Magico",2026-07-04,,,Centro Cultural CAFAE-SE,San Isidro,"Av. Arequipa 2985, San Isidro",Family theater,Teleticket,https://teleticket.com.pe/teatro,0.85,"Runs 2026-07-04 to 2026-07-19"
2026-07-02,"Dia del Amigo",2026-07-04,,,Circulo Militar de Jesus Maria - Salaverry,Jesus Maria,,Music,Teleticket,https://teleticket.com.pe/conciertos,0.83,"Concert listing"
2026-07-02,"Salsa Lima Festival 2026",2026-07-11,,,Estadio San Marcos,Cercado de Lima,,Music festival,Teleticket,https://teleticket.com.pe/conciertos,0.89,"Major concert festival"
2026-07-02,"Orquesta Caribenos de Guadalupe",2026-07-11,,,Coliseo Dibos,San Borja,,Music,Teleticket,https://teleticket.com.pe/conciertos,0.85,"Concert listing"
2026-07-02,"El Circo de Topa",2026-07-17,,,Multiteatro Movistar Sala 3,Santiago de Surco,,Family theater,Teleticket,https://teleticket.com.pe/teatro,0.83,"Runs 2026-07-17 to 2026-08-02"
2026-07-02,"Flow en Lima",2026-07-07,,,Costa 21,San Miguel,,Music,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/july-2026,0.88,"Also appears on Teleticket concerts"
2026-07-02,"ENHYPEN",2026-07-08,,,Estadio Universidad San Marcos,Cercado de Lima,,Music,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/july-2026,0.87,"Outdoor concert"
2026-07-02,"Felipe Avello",2026-07-10,,,Lima Comedy Club,Miraflores,,Comedy,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/july-2026,0.86,"Comedy listing"
2026-07-02,"Arenales Music I 2026",2026-07-11,,,CC Arenales Plaza,Lince,,Music,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/july-2026,0.86,"Runs 2026-07-11 to 2026-07-12"
2026-07-02,"Liv Kristine",2026-07-12,,,Yield Rock,Cercado de Lima,,Music,Songkick,https://www.songkick.com/es/concerts/43107161-liv-kristine-at-yield-rock,0.88,"Specific Songkick event page"
2026-07-02,"Eva Ayllon",2026-07-17,,,Centro de Convenciones Bianca,Barranco,,Music,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/july-2026,0.86,"First of two listed July dates"
2026-07-02,"Eva Ayllon",2026-07-18,,,Centro de Convenciones Bianca,Barranco,,Music,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/july-2026,0.86,"Second of two listed July dates"
2026-07-02,"Bersuit Vergarabat",2026-07-23,,,Centro de Convenciones Barranco,Barranco,,Music,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/july-2026,0.86,"Concert listing"
2026-07-02,"DARKWAYS",2026-07-24,,,Centro de Convenciones Kantaro Teatro,Cercado de Lima,,Music,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/july-2026,0.84,"Venue district inferred from venue name/source"
2026-07-02,"Richie Hawtin - Far Away Festival",2026-07-28,,,Far Away Festival / Club Cultural Lima,Chorrillos,,Electronic music,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/july-2026,0.86,"Festival listing"
2026-07-02,"Maldito Fest 2026",2026-07-18,,,Paseo Colon,Cercado de Lima,"Paseo Colon, Lima",Music festival,Bandsintown,https://www.bandsintown.com/c/Lima-Peru?came_from=92&livestreams=true,0.86,"Runs 2026-07-18 to 2026-07-19"
2026-07-02,"Rock Patrio 2026",2026-07-18,,,Centro de Convenciones Festiva,Cercado de Lima,,Music festival,Bandsintown,https://www.bandsintown.com/c/Lima-Peru?came_from=92&livestreams=true,0.86,"Bandsintown festival listing"
2026-07-02,"XII Lima Gothic Wave Festival 2026",2026-07-27,,,Vichama Conciertos,Cercado de Lima,,Music festival,Bandsintown,https://www.bandsintown.com/c/Lima-Peru?came_from=92&livestreams=true,0.86,"Runs 2026-07-27 to 2026-07-28"
2026-07-02,"Jazz con Sabor Peruano 2026",2026-06-01,,,La Noche de Barranco,Barranco,,Music,Bandsintown,https://www.bandsintown.com/c/san-miguel-peru,0.72,"Ongoing series through 2026-08-24; start date preserved"
2026-07-02,"Far Away Festival 2026",2026-07-28,,,Club Cultural Lima,Chorrillos,,Music festival,Bandsintown,https://www.bandsintown.com/c/Santiago-de-Surco-Peru?came_from=178&livestreams=true,0.85,"Also overlaps with Songkick Richie Hawtin listing"
