date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-08-10,EXPERIMENTA 2026,2026-08-10,08:00,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja",Festival Musica,EntradaLibre,https://entradalibre.me/event/experimenta-2026/,0.91,"Festival vigente hasta el 21 de agosto; listado por EntradaLibre"
2026-08-10,HIROSHIMA,2026-08-10,09:00,,Centro Cultural Peruano Japones,Jesus Maria,"Av. Gregorio Escobedo 803, Jesus Maria",Exposicion,EntradaLibre,https://entradalibre.me/eventos/,0.82,"Listado de EntradaLibre; detalle de horario desde agenda"
2026-08-10,EL PERU QUE DESCUBRIMOS AL MIRAR JUNTOS,2026-08-10,09:00,,Centro Cultural Inca Garcilaso,Cercado de Lima,"Jr. Ucayali 391, Cercado de Lima",Exposicion,EntradaLibre,https://entradalibre.me/eventos/,0.78,"Listado de EntradaLibre; direccion inferida por sede cultural"
2026-08-10,ENTRE EL CIELO Y LA TIERRA,2026-08-10,10:00,,Casa O'Higgins,Cercado de Lima,"Jr. de la Union 554, Cercado de Lima",Exposicion,EntradaLibre,https://entradalibre.me/eventos/,0.76,"Listado de EntradaLibre; venue/address requiere confirmacion"
2026-08-10,AL FINAL DEL DIA,2026-08-10,10:00,,Centro Cultural PUCP,San Isidro,"Av. Camino Real 1075, San Isidro",Cine Exposicion,EntradaLibre,https://entradalibre.me/eventos/,0.78,"Listado de EntradaLibre"
2026-08-10,HUSARES: LA VIDA ES UNA REPETICION,2026-08-10,10:00,,Casa O'Higgins,Cercado de Lima,"Jr. de la Union 554, Cercado de Lima",Exposicion Fotografia,EntradaLibre,https://entradalibre.me/eventos/,0.76,"Listado de EntradaLibre; venue/address requiere confirmacion"
2026-08-10,LAS RUINAS DE MI CUERPO TODAVIA SABEN CANTAR,2026-08-11,09:00,,Centro Cultural Inca Garcilaso,Cercado de Lima,"Jr. Ucayali 391, Cercado de Lima",Exposicion Pintura,EntradaLibre,https://entradalibre.me/eventos/,0.78,"Listado de EntradaLibre para 11 AGO"
2026-08-10,SOBREVIVIENDO EN AZUL Y TIERRA,2026-08-11,10:00,,Sala Luis Miro Quesada Garland,Miraflores,"Av. Larco 400, Miraflores",Exposicion Escultura,EntradaLibre,https://entradalibre.me/eventos/,0.80,"Listado de EntradaLibre; sede inferida por agenda cultural municipal"
2026-08-10,PERUVIAN FILMS,2026-08-11,10:00,,Centro Cultural Inca Garcilaso,Cercado de Lima,"Jr. Ucayali 391, Cercado de Lima",Cine Exposicion,EntradaLibre,https://entradalibre.me/eventos/,0.78,"Listado de EntradaLibre para 11 AGO"
2026-08-10,ECOS DE PAPEL,2026-08-11,10:00,,Centro Cultural Peruano Japones,Jesus Maria,"Av. Gregorio Escobedo 803, Jesus Maria",Exposicion Grabado,EntradaLibre,https://entradalibre.me/eventos/,0.80,"Listado de EntradaLibre para 11 AGO"
2026-08-10,BUENOS DIAS MARIO,2026-08-11,10:00,,Casa de la Literatura Peruana,Cercado de Lima,"Jr. Ancash 207, Cercado de Lima",Exposicion Literatura,EntradaLibre,https://entradalibre.me/eventos/,0.79,"Listado de EntradaLibre para 11 AGO"
2026-08-10,RAMIRO LLONA. GRANDES FORMATOS,2026-08-15,10:00,,Centro Cultural Inca Garcilaso,Cercado de Lima,"Jr. Ucayali 391, Cercado de Lima",Exposicion Pintura,EntradaLibre,https://entradalibre.me/eventos/,0.78,"Listado de EntradaLibre para 15 AGO"
2026-08-10,UN PRINCIPITO EN EL CIRCO DE LA CHOLA CHABUCA,2026-08-10,00:00,,Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, Independencia",Circo,Teleticket,https://teleticket.com.pe/todos,0.88,"Rango publicado 10-24 AGO; horario no visible en listado"
2026-08-10,NOCHE DE ENREDOS,2026-08-10,00:00,,Centro Cultural Ricardo Palma,Miraflores,"Av. Jose Larco 770, Miraflores",Teatro,Teleticket,https://teleticket.com.pe/todos,0.88,"Rango publicado 10-31 AGO; horario no visible en listado"
2026-08-10,FUTBOL FEST X,2026-08-11,00:00,,Deporplaza,Santiago de Surco,"Santiago de Surco, Lima",Entretenimiento,Teleticket,https://teleticket.com.pe/todos,0.84,"Rango publicado 11-30 AGO; horario no visible en listado"
2026-08-10,CIRCO DE LA CASA DE TIMOTEO,2026-08-11,00:00,,MegaPlaza Independencia,Independencia,"Av. Alfredo Mendiola 3698, Independencia",Circo,Teleticket,https://teleticket.com.pe/todos,0.86,"Rango publicado 11-30 AGO"
2026-08-10,CHAPA TU MONEY,2026-08-12,00:00,,Teatro Canout,Miraflores,"Av. Petit Thouars 4550, Miraflores",Humor,Teleticket,https://teleticket.com.pe/todos,0.89,"Funcion unica listada para 12 AGO; horario no visible"
2026-08-10,MONICA CABREJOS DOCTORA BANDIDA - TERAPIA DE CHOQUE,2026-08-12,00:00,,La Estacion de Barranco,Barranco,"Av. Pedro de Osma 112, Barranco",Humor,Teleticket,https://teleticket.com.pe/todos,0.88,"Rango publicado 12-26 AGO"
2026-08-10,LOS HIJOS DE BERNARDA ALBA,2026-08-12,00:00,,Auditorio del Centro Cultural de Jesus Maria,Jesus Maria,"Av. Horacio Urteaga 535, Jesus Maria",Teatro,Teleticket,https://teleticket.com.pe/todos,0.88,"Rango publicado 12-27 AGO"
2026-08-10,GRAN CIRCO DE RUSIA 2026,2026-08-13,00:00,,Explanada Olguin del Jockey,Santiago de Surco,"Av. Manuel Olguin 170, Santiago de Surco",Circo,Teleticket,https://teleticket.com.pe/todos,0.87,"Rango publicado 13-30 AGO"
2026-08-10,JOHANA VELANDIA - GORDCONSEJOS,2026-08-13,00:00,,Lima Comedy Club,Miraflores,"Miraflores, Lima",Stand Up,Teleticket,https://teleticket.com.pe/todos,0.87,"Funcion listada para 13 AGO"
2026-08-10,EL CIRCO ROUSELL REGRESA A LIMA,2026-08-13,00:00,,Explanada Tribuna del Jockey Club,Santiago de Surco,"Santiago de Surco, Lima",Circo,Teleticket,https://teleticket.com.pe/todos,0.86,"Rango publicado 13-16 AGO"
2026-08-10,EL GRAN CIRCO DE UCRANIA PRESENTA ZIRKA,2026-08-13,00:00,,Explanada Tribuna del Jockey Club,Santiago de Surco,"Santiago de Surco, Lima",Circo,Teleticket,https://teleticket.com.pe/todos,0.86,"Rango publicado 13-16 AGO"
2026-08-10,LES LUTHIERS TRASCENDENTAL,2026-08-13,00:00,,Teatro Claretiano,San Miguel,"Av. de los Precursores 125, San Miguel",Musica,Teleticket,https://teleticket.com.pe/todos,0.89,"Funcion listada para 13 AGO"
2026-08-10,MENSAJES DEL ALMA,2026-08-13,00:00,,Teatro Canout,Miraflores,"Av. Petit Thouars 4550, Miraflores",Teatro,Teleticket,https://teleticket.com.pe/todos,0.87,"Funcion listada para 13 AGO"
2026-08-10,GRUPO NICHE,2026-08-14,00:00,,Gran Teatro Nacional,San Borja,"Av. Javier Prado Este 2225, San Borja",Musica,Teleticket,https://teleticket.com.pe/todos,0.93,"Tambien listado por Songkick; Teleticket muestra sede y fecha"
2026-08-10,BRYANT MYERS,2026-08-14,00:00,,Centro de Convenciones Cocos,Lince,"Lince, Lima",Musica,Teleticket,https://teleticket.com.pe/todos,0.88,"Funcion listada para 14 AGO"
2026-08-10,RAWAYANA EN LIMA,2026-08-15,00:00,,Multiespacio Costa 21,San Miguel,"Circuito de Playas, San Miguel",Musica,Teleticket,https://teleticket.com.pe/todos,0.94,"Tambien listado por Songkick y Bandsintown"
2026-08-10,ALVARO DIAZ EN LIMA,2026-08-30,20:00,22:00,Multiespacio Costa 21,San Miguel,"Costa Verde s/n, San Miguel",Musica,Teleticket,https://teleticket.com.pe/alvaro-diaz-lima-2026,0.94,"Detalle de Teleticket indica inicio 8:00 p.m. y duracion aproximada 2 horas"
2026-08-10,TABLE TALKS: MEET NEW PEOPLE IN BARRANCO,2026-08-11,19:30,,Barranco,Barranco,"Barranco, Lima",Networking,Meetup Lima,https://www.meetup.com/find/pe--lima/networking/,0.82,"Listado Meetup; direccion exacta no visible"
2026-08-10,ETLS CON DATABRICKS,2026-08-14,21:00,,Online/Lima,Lima,"Lima, Peru",Tecnologia,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.79,"Listado Meetup Lima Databricks User Group; sede no visible"
2026-08-10,AUTOMATION IN A DAY,2026-08-15,09:00,,Lima,Lima,"Lima, Peru",Tecnologia,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.80,"Listado Meetup por Cloud Experts Community"
2026-08-10,SATURDAY - LET'S PRACTICE ENGLISH,2026-08-15,18:00,,Rustica First Floor Terrace,Lima,"Lima, Peru",Idiomas Networking,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.80,"Listado Meetup; sede exacta requiere abrir evento"
2026-08-10,TRAVELERS MEETUP,2026-08-15,20:00,,Lima,Lima,"Lima, Peru",Networking,Meetup Lima,https://www.meetup.com/find/pe--lima/networking/,0.78,"Listado Meetup; direccion exacta no visible"
2026-08-10,SUNDAY - LET'S PRACTICE ENGLISH,2026-08-16,10:00,,McDonald's Plaza Vea Risso,Lince,"Av. Arequipa/Risso, Lince",Idiomas Networking,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.82,"Listado Meetup para domingo 16 AGO"
2026-08-10,AI SATURDAY 2026 - CLOUD EXPERTS,2026-08-22,09:00,,Lima,Lima,"Lima, Peru",Tecnologia,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.80,"Listado Meetup por Cloud Experts Community"
2026-08-10,SPEAK UP - CONVERSATION CLUB,2026-08-22,17:00,,Lima,Lima,"Lima, Peru",Idiomas Networking,Meetup Lima,https://www.meetup.com/find/pe--lima/networking/,0.78,"Listado Meetup; direccion exacta no visible"
2026-08-10,SI MUERO DEJAD EL BALCON ABIERTO,2026-08-12,00:00,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay 4ta. cdra. s/n, Cercado de Lima",Charla,BNP eventos,https://eventos.bnp.gob.pe/,0.88,"Agenda BNP; horario no visible en listado"
2026-08-10,HACIENDAS ESCONDIDAS DEL CALLAO,2026-08-13,00:00,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay 4ta. cdra. s/n, Cercado de Lima",Charla,BNP eventos,https://eventos.bnp.gob.pe/,0.88,"Agenda BNP; horario no visible en listado"
2026-08-10,ANTES DE LA CIUDAD DE LOS REYES. HUACAS CANALES Y CAMINOS,2026-08-15,00:00,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay 4ta. cdra. s/n, Cercado de Lima",Otros,BNP eventos,https://eventos.bnp.gob.pe/,0.87,"Agenda BNP; titulo truncado en listado"
2026-08-10,PARAISO (2009),2026-08-18,00:00,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja",Bibliocine,BNP eventos,https://eventos.bnp.gob.pe/,0.88,"Agenda BNP; horario no visible en listado"
2026-08-10,LA BIBLIOTECA NACIONAL DEL PERU. 200 ANOS DE HISTORIA,2026-08-19,00:00,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja",Mediacion de lectura,BNP eventos,https://eventos.bnp.gob.pe/,0.88,"Agenda BNP; horario no visible en listado"
2026-08-10,ARGENTINA Y EL ABRAZO DE LOS ANDES,2026-08-20,00:00,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja",Concierto,BNP eventos,https://eventos.bnp.gob.pe/,0.88,"Agenda BNP; horario no visible en listado"
2026-08-10,PICNIC DE LA LECTURA,2026-08-21,00:00,,Estacion de Biblioteca Publica - Rimac,Rimac,"Rimac, Lima",Mediacion de lectura,BNP eventos,https://eventos.bnp.gob.pe/,0.86,"Agenda BNP; horario no visible en listado"
2026-08-10,SABADO EN LA BIBLIOTECA. ENTRE FILTROS Y PAGINAS,2026-08-22,00:00,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja",Visita mediada,BNP eventos,https://eventos.bnp.gob.pe/,0.87,"Agenda BNP; titulo truncado en listado"
2026-08-10,DILES QUE NO ME MATEN,2026-08-14,00:00,,El Dragon de Barranco,Barranco,"Barranco, Lima",Musica,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima,0.83,"Songkick lista concierto en Lima; horario no visible"
2026-08-10,SPARTA SAD SATURNO AND CECIMONSTER VS. DONKA,2026-08-19,00:00,,Yield Rock,Cercado de Lima,"Jr. Carabaya 815, Cercado de Lima",Musica,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima,0.84,"Songkick lista concierto en Yield Rock"
