date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-09-01,Biblioteca Nacional del Perú: 20 años de la sede patrimonial,2026-09-01,09:00,20:00,Biblioteca Nacional del Perú,San Borja,"Av. De La Poesía 160, San Borja, Lima",Exposición,EntradaLibre,https://entradalibre.me/event/biblioteca-nacional-del-peru/,0.95,"Ongoing exhibition through 2026-12-31; listed as EntradaLibre."
2026-09-01,Wasinman Kutispa,2026-09-01,09:30,16:30,Ministerio de Cultura del Perú,San Borja,"Av. Javier Prado Este 2465, San Borja, Lima",Exposición,EntradaLibre,https://entradalibre.me/event/wasinman-kutispa-2/,0.95,"Ongoing Tue-Sun through 2026-09-27; cultural goods recovered and repatriated."
2026-09-01,8.º Encuentro de Escritoras Peruanas,2026-09-01,19:00,21:00,Biblioteca Estuardo Núñez del ICPNA,Miraflores,"Av. Angamos Oeste 120, Miraflores, Lima",Literatura,EntradaLibre,https://entradalibre.me/event/8-o-encuentro-de-escritoras-peruanas/,0.96,"Runs 2026-09-01 to 2026-09-04; free admission."
2026-09-01,Amar lo que haces con Wendy Ramos,2026-09-01,19:30,21:00,Ibero Librerías San Borja,San Borja,"C.C. La Rambla San Borja 1, Av. Javier Prado Este 2050, San Borja, Lima",Literatura,EntradaLibre,https://entradalibre.me/event/amar-lo-que-haces/,0.95,"Book signing; free admission."
2026-09-01,Imagine,2026-09-04,10:00,,,"Cercado de Lima",,Exposición,EntradaLibre,https://entradalibre.me/event/imagine/,0.72,"Related event card found on EntradaLibre; venue details not visible in crawl."
2026-09-01,Festival de Primavera,2026-09-28,15:00,,Parque 3 de Octubre,Pueblo Libre,,Festival,EntradaLibre,https://entradalibre.me/event/festival-de-la-primavera/,0.88,"Free public festival with Lita Pezo, Los Ardiles and Los Doltons."
2026-09-01,Casa Warner Bros. experiencia inmersiva,2026-09-01,11:00,22:00,Explanada del Centro Comercial Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, Independencia, Lima",Familia,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,"Also appears on neighboring dates; deduped to one current occurrence."
2026-09-01,Oscar Pacheco Romero. El Arte de Fotografiar el Alma,2026-09-01,17:30,,Auditorio de la Facultad de Letras y Ciencias Humanas UNMSM,Cercado de Lima,"Av. Carlos Germán Amézaga 375, Campo Universitario UNMSM, Lima",Fotografía,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.89,"Free homage event."
2026-09-01,Éxodo Teatro y el Teatro Francés,2026-09-01,19:00,,Teatro de la Alianza Francesa,Miraflores,"Av. Arequipa 4595, Miraflores, Lima",Conversatorio,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,"Free theatrical conversation."
2026-09-01,Yield Live Sessions Edición 2: Todas las Voces,2026-09-01,19:30,,Yield Bar,Cercado de Lima,"Jr. Carabaya 815, Centro de Lima",Música,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,"Free with prior registration; Mi Mejor Amigo Scott."
