date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-09-09,LA FORMA DEL SER,2026-09-09,08:00,17:00,Centro Cultural de Ate,Ate,"Centro Cultural de Ate, 7.5 Km, Ctra. Central, Ate, Lima, Peru",Exposicion/Escultura,EntradaLibre,https://entradalibre.me/event/la-forma-del-ser/,0.96,"Gratis; EntradaLibre lo lista para miercoles 9 y la muestra sigue vigente hasta el 10 de septiembre."
2026-09-09,MUSEO NUMISMATICO DEL PERU,2026-09-09,09:00,,Museo Numismatico del Peru,Cercado de Lima,,Exposicion/Museo,EntradaLibre,https://entradalibre.me/,0.9,"Listado principal de EntradaLibre para miercoles 9; detalle de sede exacta no visible en el resumen."
2026-09-09,EL EMBRUJO CROMATICO DEL NEOINDIGENISMO DE URBINA,2026-09-09,09:00,,Centro Cultural del Ministerio de Cultura,San Borja,,Exposicion/Pintura,EntradaLibre,https://entradalibre.me/,0.89,"Listado EntradaLibre para miercoles 9; se conserva distrito publicado."
2026-09-09,ENTRE CLAUSTROS Y ACUARELAS,2026-09-09,09:00,,Cercado de Lima,Cercado de Lima,,Exposicion/Pintura,EntradaLibre,https://entradalibre.me/,0.86,"Listado EntradaLibre para miercoles 9; venue exacto no visible en la portada."
2026-09-09,10.a BIENAL DE TIPOGRAFIA LATINOAMERICANA,2026-09-09,09:00,20:00,Toulouse Lautrec Chacarilla,Santiago de Surco,"Avenida Primavera 970, Santiago de Surco, Lima, Peru",Exposicion/Diseno,EntradaLibre,https://entradalibre.me/event/10-a-bienal-de-tipografia-latinoamericana/,0.95,"Gratis con inscripcion previa; vigente hasta el 12 de septiembre."
2026-09-09,BIBLIOTECA NACIONAL DEL PERU,2026-09-09,09:00,20:00,Biblioteca Nacional del Peru,San Borja,"Avenida De La Poesia 160, San Borja, Lima, Peru",Exposicion/Patrimonio,EntradaLibre,https://entradalibre.me/event/biblioteca-nacional-del-peru/,0.94,"Exposicion por 20 anos de la sede institucional; vigente hasta el 31 de diciembre."
2026-09-09,200 ANOS DE REBELDIA SILENCIOSA,2026-09-09,10:00,18:00,Britanico San Juan de Lurigancho,San Juan de Lurigancho,"Avenida Proceres de la Independencia 1531, San Juan de Lurigancho, Lima, Peru",Exposicion/Pintura,EntradaLibre,https://entradalibre.me/event/200-anos-de-rebeldia-silenciosa/,0.94,"Muestra colectiva sobre Tilsa Tsuchiya; vigente hasta el 19 de septiembre."
2026-09-09,CAUSA ART 2026,2026-09-09,10:00,19:00,Centro Cultural Mansion Eiffel,Cercado de Lima,"Jiron Ucayali 170, Cercado de Lima, Lima, Peru",Exposicion/Ilustracion,EntradaLibre,https://entradalibre.me/event/causa-2026/,0.95,"Muestra internacional vigente hasta el 15 de septiembre; horario publicado por EntradaLibre."
2026-09-09,TALENTOS OCULTOS - Cine Club Letras PUCP,2026-09-09,18:00,,Sala de Conferencias de Estudios Generales Letras PUCP,San Miguel,"Av. Universitaria 1801, Urbanizacion Pando, San Miguel",Cineclub,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.91,"Ingreso libre con inscripcion previa; funcion del miercoles 9."
2026-09-09,CANTAGALLO. MEMORIA MIGRACION Y RESISTENCIA CULTURAL,2026-09-09,18:00,,Auditorio del Museo de Arte,Cercado de Lima,"Av. Paseo Colon 125, Parque de la Exposicion, Lima",Conversatorio,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.91,"Ingreso libre previa inscripcion; conversatorio MALI."
2026-09-09,INGRESAR PERMANECER DESAPARECER,2026-09-09,19:00,,Museo Nacional de Arqueologia Antropologia e Historia del Peru,Pueblo Libre,"Plaza Bolivar s/n, Pueblo Libre",Ponencia,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,"Ponencia con transmision en vivo; acceso gratuito."
2026-09-09,XVII Festival Internacional de Guitarra - Virginia Yep y Ricardo Pauletti,2026-09-09,19:30,,Auditorio Dai Hall del Centro Cultural Peruano Japones,Jesus Maria,"Av. Gregorio Escobedo 803, Residencial San Felipe, Jesus Maria",Musica/Concierto,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.92,"Ingreso libre; concierto del festival Cuerdas al Aire."
2026-09-09,GUIAS PARA TENER UNA MENTE SANA,2026-09-09,19:30,,Centro de Meditacion Kadampa,Magdalena del Mar,"Av. Manuel Gonzales Prada 535, Magdalena del Mar",Clase/Meditacion,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.89,"Clase pagada; tema El Cambio comienza en Ti."
2026-09-09,INVOCACION A BLANCA VARELA,2026-09-09,19:30,,Auditorio del Britanico Los Jardines,San Martin de Porres,"Av. Alfredo Mendiola 1200, San Martin de Porres",Performance,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,"Ingreso libre; poesia danza canto e imagen."
2026-09-09,WANKAR EL MITO DEL TAMBOR SAGRADO,2026-09-09,19:30,21:15,DanSa,Lince,"Av. Rivera Navarrete 2692, Lince",Musica/Gastronomia,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,"Dos horarios publicados: 7:30 pm y 9:15 pm; entrada pagada."
2026-09-09,MONTEREY POP - Cine Club Yuraqyana,2026-09-09,20:00,,Ritual Virtual,Miraflores,"Calle Esperanza 335, Miraflores",Cineclub,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,"Ingreso libre; documental musical con conversatorio."
2026-09-09,TAMPOPO - Cine Club Tierra Baldia,2026-09-09,20:00,,Asociacion Cultural Tierra Baldia,Miraflores,"Av. Del Ejercito 847, Miraflores",Cineclub,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,"Ingreso libre; funcion del miercoles 9."
2026-09-09,DOCTORA BANDIDA. TERAPIA DE CHOQUE,2026-09-09,20:00,,La Estacion,Barranco,"Av. Pedro de Osma 112, Barranco",Stand up comedy,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,"Stand up de Monica Cabrejos; entrada pagada."
2026-09-09,TERCER CUERPO,2026-09-09,20:00,,Teatro de Lucia,Miraflores,"Calle Bellavista 512, Miraflores",Teatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,"Obra de Claudio Tolcachir; funcion miercoles 9."
