date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-07-20,GALA CORAL POR FIESTAS PATRIAS,2026-07-20,19:00,21:00,Centro Cultural El Olivar,San Isidro,"Calle La Republica 455, San Isidro, Lima",Musica,EntradaLibre,https://entradalibre.me/event/gala-coral-por-fiestas-patrias/,0.96,Concierto gratuito; pagina indica fecha y horario completos
2026-07-20,PENSAR EL MUNDO: AJEDREZ LECTURA Y ESTRATEGIA,2026-07-20,10:00,13:00,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay cuadra 4, Cercado de Lima",Otros,BNP eventos,https://eventos.bnp.gob.pe/agenda-cultural/otros/pensar-el-mundo-ajedrez-lectura-y-estrategia-6117,0.97,Evento BNP presencial gratuito; duracion 3 horas
2026-07-20,CASA WARNER BROS EXPERIENCIA INMERSIVA,2026-07-20,11:00,22:00,Explanada del Centro Comercial Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, Independencia",Experiencia inmersiva,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.87,Agenda Heptagrama indica experiencia diaria de 11:00 a 22:00
2026-07-20,PRINCIPITO L'EXPERIENCE,2026-07-20,11:00,21:00,Mall del Sur,San Juan de Miraflores,"Av. Pedro Miotta, San Juan de Miraflores, Lima",Experiencia inmersiva,Teleticket,https://teleticket.com.pe/el-principito-l-experience-2026,0.95,Evento validado en Teleticket; agenda indica temporada hasta 30 de agosto y horarios 11:00 a 21:00
2026-07-20,LAS CAZADORAS KPOP LA DESPEDIDA,2026-07-20,,,Multiteatro Movistar Sala 1,Santiago de Surco,"Av. Alfredo Benavides 4981, Santiago de Surco, Lima",Teatro,Teleticket,https://teleticket.com.pe/lascazadoraskpop-multiteatro-2026,0.86,Listado Teleticket desde 20 de julio al 2 de agosto; horario por funcion en ticket
2026-07-20,CIRCO DE LAS ESTRELLAS: CARLOTA LA REINA DEL POP,2026-07-20,,,Parque de las Leyendas - Puerta 8,Lima,"Parque de las Leyendas, Lima",Circo,Teleticket,https://teleticket.com.pe/circodelasestrellas2026,0.84,Listado Teleticket desde 20 de julio al 30 de agosto; horario por funcion
2026-07-20,ANTES DE PARTIR,2026-07-20,,,Teatro Canout,Miraflores,"Av. Petit Thouars 4550, Miraflores, Lima",Humor,Teleticket,https://teleticket.com.pe/antes-de-partir-20jul-2026,0.84,Evento puntual Teleticket para 20 de julio; horario no visible en listado abierto
2026-07-20,EL CIRCO DE TOPA,2026-07-20,,,Multiteatro Movistar Sala 3,Santiago de Surco,"Santiago de Surco, Lima",Teatro,Teleticket,https://teleticket.com.pe/todos,0.80,Listado Teleticket 20 de julio al 2 de agosto; revisar funcion especifica
2026-07-20,EL GRAN CIRCO DE UCRANIA PRESENTA ZIRKA,2026-07-20,,,Explanada Tribuna del Jockey Club,Santiago de Surco,"Jockey Club, Santiago de Surco, Lima",Circo,Teleticket,https://teleticket.com.pe/todos,0.82,Listado Teleticket 20 de julio al 16 de agosto
2026-07-20,CHERRY BLOSSOM EXPERIENCIA CULTURAL JAPONESA,2026-07-20,15:00,22:00,Zona Tanguis del Circuito Magico del Agua,Cercado de Lima,"Av. Petit Thouars cuadra 7, Santa Beatriz, Cercado de Lima",Festival,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.87,Agenda Heptagrama indica festival familiar de 15:00 a 22:00
2026-07-21,CLAUDE DEBUSSY CONTRA BEETHOVEN,2026-07-21,19:30,21:00,Goethe-Institut Peru,Jesus Maria,"Jiron Nazca 722, Jesus Maria, Lima",Musica,EntradaLibre,https://entradalibre.me/event/claude-debussy-contra-beethoven/,0.96,Dialogo musical gratuito; no requiere inscripcion
2026-07-21,RECITAL DE SOLISTAS,2026-07-21,19:45,,San Miguel,San Miguel,"San Miguel, Lima",Musica,EntradaLibre,https://entradalibre.me/event/recital-de-solistas/,0.82,Listado EntradaLibre; falta direccion visible en listado relacionado
2026-07-21,INABE: CANTOS ANCESTRALES,2026-07-21,19:00,,Cercado de Lima,Cercado de Lima,"Cercado de Lima, Lima",Musica,EntradaLibre,https://entradalibre.me/event/experimenta-2026/,0.78,Listado relacionado en EntradaLibre; validar detalle antes de publicar como marcador
2026-07-21,JAQUE A LA RUTINA: APRENDE AJEDREZ,2026-07-21,15:00,17:00,Estacion de Biblioteca Publica - El Agustino,El Agustino,"Jr. Jose Quinones s/n, Urb. Corporacion, Parque Triangular, El Agustino",Taller,BNP eventos,https://eventos.bnp.gob.pe/agenda-cultural/taller-yo-curso/jaque-a-la-rutina-aprende-ajedrez-6086,0.96,Taller BNP gratuito; fecha final de ciclo 7/14/21 de julio
2026-07-21,FUTBOL FEST X,2026-07-21,,,Deporplaza,Santiago de Surco,"Santiago de Surco, Lima",Entretenimiento,Teleticket,https://teleticket.com.pe/evento/futbol-fest-x-deporplaza,0.82,Listado Teleticket desde 21 de julio al 30 de agosto; horario por funcion
2026-07-21,LANGUAGE EXCHANGE & INTERNATIONAL PARTY / GRINGO TUESDAYS,2026-07-21,17:00,,Gringo Tuesdays Lima,Lima,"Lima, Peru",Networking,Meetup Lima,https://www.meetup.com/find/pe--lima/networking/,0.76,Meetup listado para martes 21 de julio; direccion exacta requiere abrir evento
2026-07-22,NO NECESITAMOS BANDERAS,2026-07-22,19:30,21:30,Los Silencios,Miraflores,"Calle Libertad 180, Miraflores, Lima",Presentacion de libro,EntradaLibre,https://entradalibre.me/event/no-necesitamos-banderas/,0.96,Presentacion gratuita con conversacion en vivo
