date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-08-07,EXPERIMENTA 2026,2026-08-07,08:00,22:00,Gran Teatro Nacional / sedes culturales,San Borja,"Av. Javier Prado Este 2225, San Borja, Lima, Peru",Festival / Música contemporánea,EntradaLibre,https://entradalibre.me/event/experimenta-2026/,0.93,"EntradaLibre confirma evento activo el 7 de agosto; rango amplio 6 julio-21 agosto; actividades gratuitas con posible inscripción."
2026-08-07,BIBLIOTECA NACIONAL DEL PERÚ,2026-08-07,09:00,,Biblioteca Nacional del Perú,San Borja,"Av. De la Poesía 160, San Borja, Lima, Peru",Exposición / Literatura,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.84,"Listado de EntradaLibre para Lima el 7 de agosto a las 09:00."
2026-08-07,HERBARIOS FUTUROS,2026-08-07,09:00,,No especificado,La Victoria,"La Victoria, Lima, Peru",Exposición / Pintura,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.82,"Listado de EntradaLibre para Lima el 7 de agosto a las 09:00; sede no visible en resumen."
2026-08-07,HIROSHIMA,2026-08-07,09:00,,No especificado,Jesús María,"Jesús María, Lima, Peru",Exposición / Historia,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.82,"Listado de EntradaLibre para Lima el 7 de agosto a las 09:00; sede no visible en resumen."
2026-08-07,JOSÉ TOLA: LA DANZA DE LAS SOMBRAS VIVAS,2026-08-07,09:00,,No especificado,Rímac,"Rímac, Lima, Peru",Exposición / Pintura,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.82,"Listado de EntradaLibre para Lima el 7 de agosto a las 09:00; sede no visible en resumen."
2026-08-07,SUPERFICIES VITALES,2026-08-07,09:00,,No especificado,Miraflores,"Miraflores, Lima, Peru",Cultura / Exposición,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.82,"Listado de EntradaLibre para Lima el 7 de agosto a las 09:00; sede no visible en resumen."
2026-08-07,DIÁSPORA CHICHA,2026-08-07,09:00,,Torre Kuelap del Museo de la Nación,San Borja,"Av. Javier Prado Este 2465, San Borja, Lima, Peru",Exposición / Pintura,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.86,"Listado de EntradaLibre para Lima el 7 de agosto; sede inferida por contexto recurrente de la muestra."
2026-08-07,LAS RUINAS DE MI CUERPO TODAVÍA SABEN CANTAR,2026-08-07,09:00,,No especificado,Cercado de Lima,"Cercado de Lima, Lima, Peru",Exposición / Pintura,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.82,"Listado de EntradaLibre para Lima el 7 de agosto a las 09:00; sede no visible en resumen."
2026-08-07,200 AÑOS DE REBELDÍA SILENCIOSA,2026-08-07,10:00,,No especificado,Santa Anita,"Santa Anita, Lima, Peru",Exposición / Escultura,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.82,"Listado de EntradaLibre para Lima el 7 de agosto a las 10:00."
2026-08-07,CHOQUEQUIRAO VR,2026-08-07,10:00,,No especificado,Miraflores,"Miraflores, Lima, Peru",Exposición / Fotografía / VR,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.82,"Listado de EntradaLibre para Lima el 7 de agosto a las 10:00; sede no visible en resumen."
2026-08-07,SOBREVIVIENDO EN AZUL Y TIERRA,2026-08-07,10:00,,No especificado,Miraflores,"Miraflores, Lima, Peru",Exposición / Pintura,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.82,"Listado de EntradaLibre para Lima el 7 de agosto a las 10:00; sede no visible en resumen."
2026-08-07,SUSURROS DEL IMPERIO,2026-08-07,10:00,,No especificado,Cercado de Lima,"Cercado de Lima, Lima, Peru",Exposición / Pintura,EntradaLibre,https://entradalibre.me/event_loc/lima/,0.82,"Listado de EntradaLibre para Lima el 7 de agosto a las 10:00; sede no visible en resumen."
2026-08-07,CASA WARNER BROS.,2026-08-07,11:00,22:00,Explanada del Centro Comercial Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, Independencia, Lima, Peru",Experiencia inmersiva,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,"Agenda Heptagrama del viernes 7 lista horario 11:00 a 22:00."
2026-08-07,EL PRINCIPITO L’EXPÉRIENCE,2026-08-07,11:00,19:00,Centro Comercial Mall del Sur,San Juan de Miraflores,"Av. Los Lirios y Av. Pedro Miotta, San Juan de Miraflores, Lima, Peru",Experiencia inmersiva,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.9,"Heptagrama lista funciones 11:00, 13:00, 15:00, 17:00 y 19:00; evento también aparece en canales de tickets."
2026-08-07,CHERRY BLOSSOM EXPERIENCIA CULTURAL JAPONESA,2026-08-07,15:00,22:00,Zona Tangüis del Circuito Mágico del Agua,Cercado de Lima,"Av. Petit Thouars cuadra 7, Lima, Peru",Festival / Cultura japonesa,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.86,"Heptagrama lista festival de 15:00 a 22:00."
2026-08-07,AIROSA,2026-08-07,15:00,20:00,Carpa La Tarumba del Centro Comercial Cenco Lima Sur,Chorrillos,"Av. Paseo de la República 355, Chorrillos, Lima, Peru",Teatro / Circo,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.86,"Heptagrama lista funciones 15:00, 17:30 y 20:00."
2026-08-07,CENICIENTA EL MUSICAL - DESDE BROADWAY AL PERÚ,2026-08-07,16:00,19:00,Teatro Auditorio Mario Vargas Llosa de la Biblioteca Nacional,San Borja,"Av. De la Poesía 160, San Borja, Lima, Peru",Teatro musical,Teleticket,https://teleticket.com.pe/teatro,0.91,"Teleticket confirma rango 7-9 agosto en Teatro Mario Vargas Llosa; Heptagrama lista funciones 16:00 y 19:00."
2026-08-07,ALADINO EL MISTERIO DE LA LÁMPARA,2026-08-07,16:30,19:30,La Cúpula de las Artes,Santiago de Surco,"Av. Manuel Olguín 200, Santiago de Surco, Lima, Peru",Circo sobre hielo,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.86,"Heptagrama lista funciones 16:30 y 19:30."
2026-08-07,SUEÑA - GRAN CIRCO DE RUSIA,2026-08-07,17:00,20:00,Explanada Olguín,Santiago de Surco,"Av. Manuel Olguín 170, Santiago de Surco, Lima, Peru",Teatro / Circo musical,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista funciones 17:00 y 20:00."
2026-08-07,FESTIVAL DE CINE DE LIMA PUCP EN ALIANZA FRANCESA,2026-08-07,17:00,19:00,Sala Lumière de la Alianza Francesa,Miraflores,"Av. Arequipa 4595, Miraflores, Lima, Peru",Cine / Festival,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.86,"Heptagrama lista Alias la Gringa a las 17:00 y Bunka significa Cultura a las 19:00."
2026-08-07,LA FÁBULA DEL GATO,2026-08-07,18:30,,Auditorio del Británico Surco,Santiago de Surco,"Av. Caminos del Inca 3581, Santiago de Surco, Lima, Peru",Teatro de títeres,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista función familiar a las 18:30; ingreso libre."
2026-08-07,VIERNES LITERARIOS: RECITAL POÉTICO,2026-08-07,18:30,,Auditorio de la Biblioteca del Museo Metropolitano,Cercado de Lima,"Av. 28 de Julio 800, Cercado de Lima, Lima, Peru",Literatura / Poesía,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista programa de recital poético a las 18:30; ingreso libre."
2026-08-07,CANTOS DE MEDIANOCHE - MIRIAM ARANIBAR REYES,2026-08-07,18:00,,Hall principal de la Gran Biblioteca Pública de Lima,Cercado de Lima,"Av. Abancay cuadra 4, Cercado de Lima, Lima, Peru",Presentación de libro,BNP Eventos,https://eventos.bnp.gob.pe/agenda-cultural/presentacion-de-publicacion/cantos-de-medianoche-autora-miriam-aranibar-reyes-6128,0.93,"Agenda cultural BNP confirma viernes 7 de agosto de 2026 a las 18:00."
2026-08-07,VISITA TEATRALIZADA: TU CITA CON LA HISTORIA TE ESPERA,2026-08-07,19:00,22:00,Museo del Convento Santo Domingo,Cercado de Lima,"Jr. Camaná 170, Cercado de Lima, Lima, Peru",Visita teatralizada,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista pases 19:00, 20:00, 21:00 y 22:00."
2026-08-07,POESÍA Y PERFORMANCES - FESTIVAL INTERNACIONAL DE POESÍA POST-PATRIARCAL,2026-08-07,19:00,,Auditorio del Instituto Goethe,Cercado de Lima,"Jr. Nazca 722, Cercado de Lima, Lima, Peru",Poesía / Performance,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.85,"Heptagrama lista actividad a las 19:00; ingreso libre."
2026-08-07,PERDIDOS EN LA NOCHE,2026-08-07,19:00,,Carcelero Cineclub,Cercado de Lima,"Jr. Cailloma 714, Cercado de Lima, Lima, Peru",Cineclub,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista proyección a las 19:00; ingreso libre."
2026-08-07,HAMNET,2026-08-07,19:00,,Auditorio del Británico San Borja,San Borja,"Av. Javier Prado Este 2726, San Borja, Lima, Peru",Cineclub,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista proyección a las 19:00; ingreso libre."
2026-08-07,YANUQ LA MAGIA DE TERESA,2026-08-07,19:30,,DanSa,Lince,"Av. Rivera Navarrete 2692, Lince, Lima, Peru",Música / Gastronomía,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista experiencia sensorial a las 19:30."
2026-08-07,TRAINSPOTTING - CINE CALETA,2026-08-07,20:00,,Cine Caleta,Barranco,"Jr. Aurelio Souza 225, Barranco, Lima, Peru",Cineclub,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista proyección a las 20:00; ingreso libre."
2026-08-07,MAMMA MÍA! HOMENAJE AL GRUPO ABBA,2026-08-07,20:00,,Teatro Peruano Japonés,Jesús María,"Av. Gregorio Escobedo 803, Jesús María, Lima, Peru",Teatro musical,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.86,"Heptagrama lista función a las 20:00."
2026-08-07,LOS CUATRO LETRAS,2026-08-07,20:00,,Teatro Racional,Barranco,"Jr. Balta 170, Barranco, Lima, Peru",Teatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista función a las 20:00."
2026-08-07,BLACKBIRD,2026-08-07,20:00,,Teatro de Lucía,Miraflores,"Calle Bellavista 512, Miraflores, Lima, Peru",Teatro,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,"Heptagrama lista función a las 20:00."
