date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-07-15,EL PRADO EN LIMA,2026-07-15,00:00,23:59,Pasaje Santa Rosa,Cercado de Lima,"Pasaje Santa Rosa, entre Jr. de la Union y Jr. Camana, Cercado de Lima",Exposicion,EntradaLibre,https://entradalibre.me/event/el-prado-en-lima/,0.94,"Muestra gratuita al aire libre; vigente hasta el 21 de julio"
2026-07-15,EXPERIMENTA 2026,2026-07-15,08:00,22:00,Gran Teatro Nacional / CC UPCH / CC Inca Garcilaso,San Borja,"Av. Javier Prado Este, San Borja",Musica,EntradaLibre,https://entradalibre.me/event/experimenta-2026/,0.93,"Festival de musica contemporanea; algunas actividades requieren inscripcion"
2026-07-15,DIASPORA CHICHA,2026-07-15,09:00,17:00,Ministerio de Cultura del Peru,San Borja,"Av. Javier Prado Este 2465, San Borja",Exposicion,EntradaLibre,https://entradalibre.me/event/diaspora-chicha-2/,0.94,"Exposicion gratuita; martes a domingo hasta el 9 de agosto"
2026-07-15,LUCHA REYES 90 ANOS,2026-07-16,16:00,18:00,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay 4, Cercado de Lima",Musica,EntradaLibre,https://entradalibre.me/event/lucha-reyes-90-anos/,0.96,"Homenaje musical y documental; aforo limitado"
2026-07-15,FERIA DEL PATIO,2026-07-17,12:00,20:00,Museo de Arte de Lima,Cercado de Lima,"Av. 9 de Diciembre 125, Cercado de Lima",Feria,EntradaLibre,https://entradalibre.me/event/feria-del-patio-3/,0.94,"Feria cultural gratuita por Fiestas Patrias; del 17 al 19 de julio"
2026-07-15,MALDITO FEST,2026-07-18,14:00,22:00,La Casona,Cercado de Lima,"Av. 9 de Diciembre 203, Cercado de Lima",Festival,EntradaLibre,https://entradalibre.me/event/maldito-fest-3/,0.95,"Arte independiente y musica en vivo; tambien listado por Bandsintown"
2026-07-15,UN MUNDO PARA JULIUS,2026-07-18,19:00,21:00,Centro Cultural Universidad de Ciencias y Humanidades,Brena,"Av. Bolivia 537, Brena",Cine,EntradaLibre,https://entradalibre.me/event/un-mundo-para-julius-15/,0.95,"Funcion gratuita con conversatorio; presentar DNI"
2026-07-15,PERUVIAN FILMS,2026-07-19,15:00,17:00,Casa O'Higgins,Cercado de Lima,"Jr. de la Union 554, Cercado de Lima",Cine,EntradaLibre,https://entradalibre.me/event/peruvian-films-2/,0.94,"Visita guiada gratuita sobre patrimonio audiovisual y censura"
2026-07-15,SUPERFICIES VITALES,2026-07-17,09:00,,,"Miraflores","Miraflores, Lima",Exposicion,EntradaLibre,https://entradalibre.me/event/el-prado-en-lima/,0.72,"Relacionado en listados actuales de EntradaLibre; detalle parcial capturado"
2026-07-15,IMAGEN EXPANDIDA,2026-07-17,10:30,,,"Santiago de Surco","Santiago de Surco, Lima",Exposicion,EntradaLibre,https://entradalibre.me/event/diaspora-chicha-2/,0.72,"Relacionado en listados actuales de EntradaLibre; detalle parcial capturado"
2026-07-15,LA VOZ DEL VIENTO,2026-07-17,19:00,,,"San Isidro","San Isidro, Lima",Musica,EntradaLibre,https://entradalibre.me/event/experimenta-2026/,0.72,"Relacionado en listados actuales de EntradaLibre; detalle parcial capturado"
2026-07-15,CUERPOS SONOROS,2026-07-18,19:00,,,"San Isidro","San Isidro, Lima",Musica,EntradaLibre,https://entradalibre.me/event/experimenta-2026/,0.72,"Relacionado en listados actuales de EntradaLibre; detalle parcial capturado"
2026-07-15,EL PRINCIPITO L'EXPERIENCE,2026-07-15,11:00,21:00,Mall del Sur,San Juan de Miraflores,"Mall del Sur, San Juan de Miraflores",Exhibicion,Teleticket,https://teleticket.com.pe/el-principito-l-experience-2026,0.94,"Experiencia inmersiva; funciones hasta el 30 de agosto"
2026-07-15,FUTBOL FEST X,2026-07-15,,,Deporplaza,Santiago de Surco,"Deporplaza, Santiago de Surco",Entretenimiento,Teleticket,https://teleticket.com.pe/evento/futbol-fest-x-deporplaza,0.88,"Temporada publicada del 15 de julio al 30 de agosto"
2026-07-15,EL SUENO DE DON JOSE DE SAN MARTIN,2026-07-15,,,Teatro Juanita Tarnawiecki,Barranco,"Teatro Juanita Tarnawiecki, Barranco",Teatro,Teleticket,https://teleticket.com.pe/evento/el-suenio-de-don-jose-de-san-martin-teatro-juanita-tarnawiecki,0.89,"Temporada publicada del 15 al 29 de julio"
2026-07-15,CIRCO DE LAS ESTRELLAS: CARLOTA LA REINA DEL POP,2026-07-15,,,Parque de las Leyendas - Puerta 8,Lima,"Parque de las Leyendas, Puerta 8, Lima",Circo,Teleticket,https://teleticket.com.pe/circodelasestrellas2026,0.89,"Temporada publicada del 15 de julio al 30 de agosto"
2026-07-15,EL GRAN CIRCO DE UCRANIA PRESENTA ZIRKA,2026-07-15,,,Explanada Tribuna del Jockey Club,Santiago de Surco,"Jockey Club, Santiago de Surco",Circo,Teleticket,https://teleticket.com.pe/todos,0.86,"Listado Teleticket; temporada del 15 de julio al 16 de agosto"
2026-07-15,CHAPA TU MONEY,2026-07-15,,,Teatro Canout,Miraflores,"Teatro Canout, Miraflores",Humor,Teleticket,https://teleticket.com.pe/chapa-tu-money-15jul-2026,0.88,"Funcion publicada para el 15 de julio"
2026-07-15,BODAS DE SANGRE 2026,2026-07-15,,,Teatro Marsano,Miraflores,"Teatro Marsano, Miraflores",Teatro,Teleticket,https://teleticket.com.pe/bodas-de-sangre-2026,0.9,"Temporada publicada del 15 de julio al 2 de agosto"
2026-07-15,MONICA CABREJOS DOCTORA BANDIDA - TERAPIA DE CHOQUE,2026-07-15,,,La Estacion de Barranco,Barranco,"La Estacion de Barranco, Barranco",Humor,Teleticket,https://teleticket.com.pe/todos,0.84,"Temporada publicada del 15 de julio al 26 de agosto"
2026-07-15,MARCO ZUNINO - MI VIDA EN MUSICALES,2026-07-15,,,Teatro NOS PUCP,San Isidro,"Teatro NOS PUCP, San Isidro",Musica,Teleticket,https://teleticket.com.pe/todos,0.85,"Temporada publicada del 15 de julio al 30 de agosto"
2026-07-15,TEMPORADA DE ABONO 2026,2026-07-15,,,Auditorio del Colegio Santa Ursula,San Isidro,"Colegio Santa Ursula, San Isidro",Musica,Teleticket,https://teleticket.com.pe/todos,0.84,"Temporada publicada del 15 de julio al 11 de noviembre"
2026-07-15,EL VENENO DE JULIETA,2026-07-17,,,Teatro Barranco,Barranco,"Teatro Barranco, Barranco",Teatro,Teleticket,https://teleticket.com.pe/todos,0.85,"Funciones publicadas del 17 al 18 de julio"
2026-07-15,MIRIAM HERNANDEZ Y FELICIANO: INTIMOS EN CONCIERTO,2026-07-17,,,La Estacion de Barranco,Barranco,"La Estacion de Barranco, Barranco",Musica,Teleticket,https://teleticket.com.pe/evento/miriam-hernandez-y-feliciano-intimos-en-concierto-la-estacion-de-barranco,0.88,"Concierto publicado para el 17 de julio"
2026-07-15,PERUANAZO FEST 2026,2026-07-18,,,Explanada Estadio San Marcos,Lima,"Explanada Estadio San Marcos, Lima",Musica,Teleticket,https://teleticket.com.pe/peruanazo-fest-2026,0.88,"Festival publicado del 18 al 19 de julio"
2026-07-15,REYES DE LA TUNANTADA EN TEATRO PLAZA NORTE,2026-07-18,,,Teatro Plaza Norte,Independencia,"Centro Comercial Plaza Norte, Independencia",Entretenimiento,Teleticket,https://teleticket.com.pe/todos,0.84,"Evento publicado para el 18 de julio"
2026-07-15,BIBLIOTECA NACIONAL DEL PERU: 20 ANOS DE LA SEDE PATRIMONIAL,2026-07-15,09:00,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja",Exposicion,BNP Eventos,https://eventos.bnp.gob.pe/,0.9,"Agenda BNP; muestra vigente hasta el 17 de julio"
2026-07-15,VISITAS EDUCATIVAS EXPLORADORES DE LA BNP,2026-07-15,,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja",Visita mediada,BNP Eventos,https://eventos.bnp.gob.pe/,0.86,"Agenda BNP; actividad del 2 al 30 de julio"
2026-07-15,JAQUE A LA RUTINA: APRENDE AJEDREZ,2026-07-15,,,Estacion de Biblioteca Publica - El Agustino,El Agustino,"El Agustino, Lima",Taller,BNP Eventos,https://eventos.bnp.gob.pe/,0.86,"Agenda BNP; taller del 7 al 21 de julio"
2026-07-15,90 ANIVERSARIO DEL NACIMIENTO DE LUCHA REYES,2026-07-16,,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay 4ta. cdra. s/n, Lima 01",Musica,BNP Eventos,https://eventos.bnp.gob.pe/,0.88,"Puede coincidir con EntradaLibre LUCHA REYES 90 ANOS; se conserva como agenda BNP por titulo oficial"
2026-07-15,ELABOREMOS NUESTRO LIBRO ACORDEON POR EL MES DE LA PATRIA,2026-07-16,,,Estacion de Biblioteca Publica - Rimac,Rimac,"Rimac, Lima",Taller,BNP Eventos,https://eventos.bnp.gob.pe/,0.86,"Agenda BNP; actividad del 16 de julio"
2026-07-15,LA MUSICA PERUANA EN LA LITERATURA,2026-07-16,,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja",Taller,BNP Eventos,https://eventos.bnp.gob.pe/,0.86,"Agenda BNP; actividad del 16 de julio"
2026-07-15,BODAS DE PLATA DE LA SALA PARA PERSONAS CON DISCAPACIDAD VISUAL,2026-07-17,,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay 4ta. cdra. s/n, Lima 01",Otros,BNP Eventos,https://eventos.bnp.gob.pe/,0.86,"Agenda BNP; actividad del 17 de julio"
2026-07-15,SABADO EN LA BIBLIOTECA: RECORRIDO MEDIADO Y TALLER DE LIBRO CARTONERO,2026-07-18,,,Biblioteca Nacional del Peru,San Borja,"Av. De la Poesia 160, San Borja",Visita mediada,BNP Eventos,https://eventos.bnp.gob.pe/agenda-cultural/visitas-mediadas/sabado-en-la-biblioteca-recorrido-mediado-y-taller-de-libro-6098,0.88,"Agenda BNP; actividad del 18 de julio"
2026-07-15,MEET & CHAT PRACTICA TU INGLES,2026-07-18,11:00,,,"Lima","Lima, Peru",Meetup,Meetup Lima,https://www.meetup.com/find/pe--lima/english-language/,0.78,"Meetup listado como evento recurrente sabado; puede requerir pago de S/60"
2026-07-15,AWS GIRLS PERU EN KCD LIMA 2026,2026-07-18,09:00,,,"Lima","Lima, Peru",Tecnologia,Meetup Lima,https://www.meetup.com/find/pe--lima/english-language/,0.82,"Meetup publico; 39 asistentes al momento de captura"
2026-07-15,MEDITACION SAHAJA YOGA GRATUITA,2026-07-18,17:00,,,"Lima","Lima, Peru",Bienestar,Meetup Lima,https://www.meetup.com/find/pe--lima/english-language/,0.81,"Meetup recurrente gratuito; 3 asistentes al momento de captura"
2026-07-15,DATA DAYS - GRUPO DE ESTUDIO DP-600 / DP 800,2026-07-18,09:00,,Hybrid,Lima,"Lima, Peru",Tecnologia,Meetup Lima,https://www.meetup.com/find/pe--lima/english-language/,0.82,"Meetup hibrido; 75 asistentes al momento de captura"
2026-07-15,HACK THE BOX MEETUP: LIMA PE - 0X36,2026-07-25,11:00,,,"Lima","Lima, Peru",Tecnologia,Meetup Lima,https://www.meetup.com/find/pe--lima/english-language/,0.82,"Tema ransomware; 15 asistentes al momento de captura"
2026-07-15,EVENING WALK IN MIRAFLORES: HISTORY AND STORIES,2026-07-24,18:00,,,"Miraflores","Miraflores, Lima",Tour,Meetup Lima,https://www.meetup.com/find/pe--lima/english-language/,0.78,"Meetup recurrente cada dos semanas; detalle de venue no visible"
