date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-08-05,EXPERIMENTA 2026,2026-08-05,08:00,,No especificado,San Borja,"San Borja, Lima, Peru",Festival / Música,EntradaLibre,https://entradalibre.me/eventos/,0.86,EntradaLibre lista evento en San Borja para 05 AGO 08:00
2026-08-05,LAS RUINAS DE MI CUERPO TODAVÍA SABEN CANTAR,2026-08-05,09:00,,No especificado,Cercado de Lima,"Cercado de Lima, Lima, Peru",Exposición,EntradaLibre,https://entradalibre.me/eventos/,0.86,EntradaLibre lista evento en Cercado de Lima para 05 AGO 09:00
2026-08-05,BIBLIOTECA NACIONAL DEL PERÚ,2026-08-05,09:00,,Biblioteca Nacional del Perú,San Borja,"Av. De la Poesía 160, San Borja, Lima, Peru",Exposición / Literatura,EntradaLibre,https://entradalibre.me/eventos/,0.86,EntradaLibre lista evento en San Borja para 05 AGO 09:00
2026-08-05,HERBARIOS FUTUROS,2026-08-05,09:00,,No especificado,La Victoria,"La Victoria, Lima, Peru",Exposición / Pintura,EntradaLibre,https://entradalibre.me/eventos/,0.86,EntradaLibre lista evento en La Victoria para 05 AGO 09:00
2026-08-05,JOSÉ TOLA: LA DANZA DE LAS SOMBRAS VIVAS,2026-08-05,09:00,,No especificado,Rímac,"Rímac, Lima, Peru",Exposición / Pintura,EntradaLibre,https://entradalibre.me/eventos/,0.86,EntradaLibre lista evento en Rímac para 05 AGO 09:00
2026-08-05,HIROSHIMA,2026-08-05,09:00,,No especificado,Jesús María,"Jesús María, Lima, Peru",Exposición / Historia,EntradaLibre,https://entradalibre.me/eventos/,0.86,EntradaLibre lista evento en Jesús María para 05 AGO 09:00
2026-08-05,SUPERFICIES VITALES,2026-08-05,09:00,,No especificado,Miraflores,"Miraflores, Lima, Peru",Cultura / Exposición,EntradaLibre,https://entradalibre.me/eventos/,0.86,EntradaLibre lista evento en Miraflores para 05 AGO 09:00
2026-08-05,DIÁSPORA CHICHA,2026-08-05,09:00,,Torre Kuelap del Museo de la Nación,San Borja,"Av. Javier Prado Este 2465, San Borja, Lima, Peru",Exposición / Pintura,EntradaLibre,https://entradalibre.me/eventos/,0.88,EntradaLibre lista 05 AGO 09:00; también apareció en snapshot anterior
2026-08-05,200 AÑOS DE REBELDÍA SILENCIOSA,2026-08-05,10:00,,No especificado,San Juan de Lurigancho,"San Juan de Lurigancho, Lima, Peru",Escultura / Exposición,EntradaLibre,https://entradalibre.me/eventos/,0.86,EntradaLibre lista evento en SJL para 05 AGO 10:00
2026-08-05,POROSIDADES,2026-08-05,10:00,,No especificado,La Molina,"La Molina, Lima, Peru",Exposición,EntradaLibre,https://entradalibre.me/eventos/,0.86,EntradaLibre lista evento en La Molina para 05 AGO 10:00
2026-08-05,CASA WARNER BROS.,2026-08-05,11:00,22:00,Explanada del Centro Comercial Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, Independencia, Lima, Peru",Experiencia inmersiva,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,Heptagrama agenda agosto lista experiencia de 11:00 a 22:00; aparece en varios días
2026-08-05,EL PRINCIPITO L'EXPÉRIENCE,2026-08-05,11:00,19:00,Centro Comercial Mall del Sur,San Juan de Miraflores,"Av. Los Lirios y Av. Pedro Miotta, San Juan de Miraflores, Lima, Peru",Experiencia inmersiva,Teleticket,https://teleticket.com.pe/todos,0.90,Teleticket lista temporada 05-30 AGO; Heptagrama detalla funciones 11:00 a 19:00
2026-08-05,FUTBOL FEST X,2026-08-05,,,Deporplaza,Santiago de Surco,"Deporplaza, Santiago de Surco, Lima, Peru",Entretenimiento / Deportes,Teleticket,https://teleticket.com.pe/todos,0.87,Teleticket lista temporada 05-30 AGO en Deporplaza
2026-08-05,EL CIRCO ROUSELL REGRESA A LIMA,2026-08-05,,,Explanada Tribuna del Jockey Club,Santiago de Surco,"Explanada Tribuna del Jockey Club, Santiago de Surco, Lima, Peru",Circo,Teleticket,https://teleticket.com.pe/todos,0.88,Teleticket lista temporada 05-16 AGO
2026-08-05,GRAN CIRCO DE RUSIA 2026,2026-08-05,15:30,18:30,Explanada Olguín,Santiago de Surco,"Av. Manuel Olguín 170, Santiago de Surco, Lima, Peru",Circo,Teleticket,https://teleticket.com.pe/todos,0.88,Teleticket lista temporada 05-30 AGO; Heptagrama detalla funciones 15:30 y 18:30
2026-08-05,EL GRAN CIRCO DE UCRANIA PRESENTA ZIRKA,2026-08-05,,,Explanada Tribuna del Jockey Club,Santiago de Surco,"Explanada Tribuna del Jockey Club, Santiago de Surco, Lima, Peru",Circo,Teleticket,https://teleticket.com.pe/todos,0.87,Teleticket lista temporada 05-16 AGO
2026-08-05,EL CIRCO MÁGICO DEL AGUA Y LAS HERMANAS SERPA,2026-08-05,,,Circuito Mágico del Agua,Cercado de Lima,"Av. Petit Thouars cuadra 7, Cercado de Lima, Lima, Peru",Circo,Teleticket,https://teleticket.com.pe/todos,0.86,Teleticket lista temporada 05-16 AGO
2026-08-05,CHAPA TU MONEY,2026-08-05,,,Teatro Canout,Miraflores,"Av. Petit Thouars 4550, Miraflores, Lima, Peru",Humor / Teatro,Teleticket,https://teleticket.com.pe/todos,0.88,Teleticket lista función 05 AGO en Teatro Canout
2026-08-05,GRAN CIRCO DE CHINA EL ÚLTIMO DRAGÓN,2026-08-05,,,Gran Teatro Nacional,San Borja,"Av. Javier Prado Este 2225, San Borja, Lima, Peru",Circo,Teleticket,https://teleticket.com.pe/todos,0.88,Teleticket lista temporada 05-09 AGO
2026-08-05,GRAN CIRCO ESTELAR: CARLOS VILLAGRÁN LOS CLÁSICOS DE KIKO,2026-08-05,,,Explanada C.C. Mall del Sur,San Juan de Miraflores,"Mall del Sur, San Juan de Miraflores, Lima, Peru",Circo,Teleticket,https://teleticket.com.pe/todos,0.87,Teleticket lista temporada 05-16 AGO
2026-08-05,MÓNICA CABREJOS DOCTORA BANDIDA - TERAPIA DE CHOQUE,2026-08-05,,,La Estación de Barranco,Barranco,"La Estación de Barranco, Barranco, Lima, Peru",Humor,Teleticket,https://teleticket.com.pe/todos,0.87,Teleticket lista temporada 05-26 AGO
2026-08-05,AIROSA,2026-08-07,15:00,20:00,Carpa La Tarumba del Centro Comercial Cenco Lima Sur,Chorrillos,"Av. Paseo de la República 355, Chorrillos, Lima, Peru",Teatro / Circo,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,Heptagrama lista funciones 15:00 17:30 y 20:00 el 07 AGO
2026-08-05,CENICIENTA EL MUSICAL,2026-08-07,16:00,19:00,Teatro Auditorio Mario Vargas Llosa,San Borja,"Av. De la Poesía 160, San Borja, Lima, Peru",Teatro musical,Teleticket,https://teleticket.com.pe/teatro,0.91,Teleticket lista temporada 07-09 AGO; Heptagrama detalla funciones 16:00 y 19:00
2026-08-05,CHERRY BLOSSOM EXPERIENCIA CULTURAL JAPONESA,2026-08-07,15:00,22:00,Zona Tangüis del Circuito Mágico del Agua,Cercado de Lima,"Av. Petit Thouars cuadra 7, Cercado de Lima, Lima, Peru",Festival / Cultura japonesa,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,Heptagrama lista festival de 15:00 a 22:00 el 07 AGO
2026-08-05,AMOR SALSA & ALGO MÁS,2026-08-06,20:30,,Cocodrilo Verde,Miraflores,"Calle Francisco de Paula Camino 226, Miraflores, Lima, Peru",Música / Salsa,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,Heptagrama lista concierto a las 20:30
2026-08-05,DE REGRESO A LOS 80'S,2026-08-06,21:00,,Yield Bar,Cercado de Lima,"Jr. Carabaya 815, Cercado de Lima, Lima, Peru",Música / Tributo,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,Heptagrama lista concierto tributo a las 21:00
2026-08-05,CONCIERTO NÓMADA - STEFANO ANDRÉ,2026-08-06,21:00,,El Dragón,Barranco,"Av. Nicolás de Piérola 168, Barranco, Lima, Peru",Música,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.84,Heptagrama lista concierto a las 21:00
