date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-08-17,Superficies vitales,2026-08-17,09:00,,Miraflores,Miraflores,,Exposicion fotografia,EntradaLibre,https://entradalibre.me/eventos/,0.86,"EntradaLibre lista evento en Lima el lunes 17 de agosto a las 09:00; direccion no visible en listado"
2026-08-17,Biblioteca Nacional del Peru,2026-08-17,09:00,,Biblioteca Nacional del Peru,San Borja,,Exposicion literatura,EntradaLibre,https://entradalibre.me/eventos/,0.84,"EntradaLibre lista exposicion/literatura en San Borja el lunes 17 de agosto a las 09:00"
2026-08-17,Huaca de la noche,2026-08-17,19:00,,San Isidro,San Isidro,,Literatura / presentacion de libro,EntradaLibre,https://entradalibre.me/event/hueso-intimo-anatomia-de-una-voz/,0.78,"Aparece como evento relacionado vigente en EntradaLibre para el 17 de agosto a las 19:00"
2026-08-17,Un Principito en el Circo de la Chola Chabuca,2026-08-17,,,Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, Independencia",Circo,Teleticket,https://teleticket.com.pe/todos,0.91,"Teleticket lista temporada del 17 al 24 de agosto de 2026"
2026-08-17,Noche de enredos,2026-08-17,,,Centro Cultural Ricardo Palma,Miraflores,,Teatro,Teleticket,https://teleticket.com.pe/todos,0.91,"Teleticket lista temporada del 17 al 31 de agosto de 2026"
2026-08-17,Full Day Paracas - Ica,2026-08-18,,,Punto de reunion CC Plaza Norte,Lima,,Especiales / viaje,Teleticket,https://teleticket.com.pe/todos,0.84,"Teleticket lista salidas desde Lima del 18 de agosto al 31 de diciembre de 2026"
2026-08-17,Futbol Fest X,2026-08-18,,,Deporplaza,Santiago de Surco,,Entretenimiento,Teleticket,https://teleticket.com.pe/todos,0.9,"Teleticket lista evento en Deporplaza del 18 al 30 de agosto de 2026"
2026-08-17,Terapia de desahogo,2026-08-18,,,La Estacion de Barranco,Barranco,,Entretenimiento,Teleticket,https://teleticket.com.pe/todos,0.92,"Teleticket lista funcion unica el 18 de agosto de 2026"
2026-08-17,Online: Building the present Product + AI,2026-08-18,19:00,20:30,Zoom,Online,,Tecnologia / producto,Meetup Lima,https://www.meetup.com/es-ES/producttank-lima/,0.88,"Meetup/ProductTank Lima lista evento gratuito online el martes 18 de agosto a las 19:00"
2026-08-17,Language Exchange & International Party / Gringo Tuesdays,2026-08-18,17:00,,Lima,Lima,,Idiomas / networking,Meetup Lima,https://www.meetup.com/find/pe--lima/networking/,0.76,"Meetup networking lista evento el martes 18 de agosto a las 17:00 PET; venue exacto no visible"
2026-08-17,Chapa tu Money,2026-08-19,,,Teatro Canout,Miraflores,,Humor,Teleticket,https://teleticket.com.pe/todos,0.91,"Teleticket lista funcion el 19 de agosto de 2026"
2026-08-17,Monica Cabrejos Doctora Bandida - Terapia de choque,2026-08-19,,,La Estacion de Barranco,Barranco,,Humor,Teleticket,https://teleticket.com.pe/todos,0.91,"Teleticket lista temporada del 19 al 26 de agosto de 2026"
2026-08-17,Los hijos de Bernarda Alba,2026-08-19,,,Auditorio del Centro Cultural de Jesus Maria,Jesus Maria,,Teatro,Teleticket,https://teleticket.com.pe/todos,0.9,"Teleticket lista temporada del 19 al 27 de agosto de 2026"
2026-08-17,Urban Language Exchange - Viajero Hostel Barranco,2026-08-20,19:00,,Viajero Hostel Barranco,Barranco,,Idiomas / social,Meetup Lima,https://www.meetup.com/find/pe--lima/,0.84,"Meetup Lima lista encuentro el jueves 20 de agosto a las 19:00 PET"
2026-08-17,Cena subasta: Gala de estrellas solidarias,2026-08-20,,,JW Marriott Lima,Miraflores,,Beneficencia / entretenimiento,Teleticket,https://teleticket.com.pe/todos,0.9,"Teleticket lista evento el 20 de agosto de 2026"
2026-08-17,Tour del miedo 2026 - Cementerio Presbitero Matias Maestro,2026-08-20,,,Punto de reunion,Lima,,Recorrido / familia,Teleticket,https://teleticket.com.pe/todos,0.88,"Teleticket lista recorrido del 20 de agosto al 20 de diciembre de 2026"
2026-08-17,El Palacio del Pecado - Juan Davila,2026-08-20,,,Teatro Canout,Miraflores,,Musica / humor,Teleticket,https://teleticket.com.pe/todos,0.9,"Teleticket lista funcion el 20 de agosto de 2026"
2026-08-17,Marco Zunino - Mi vida en musicales,2026-08-20,,,Teatro NOS PUCP,San Isidro,,Musica / teatro musical,Teleticket,https://teleticket.com.pe/conciertos,0.92,"Teleticket conciertos lista temporada del 20 al 30 de agosto de 2026"
2026-08-17,Se busca marido cama afuera,2026-08-20,,,C.C. Bianca,Barranco,,Teatro,Teleticket,https://teleticket.com.pe/todos,0.9,"Teleticket lista temporada del 20 de agosto al 24 de setiembre de 2026"
2026-08-17,Circo de la Casa de Timoteo,2026-08-20,,,Megaplaza Independencia,Independencia,,Circo,Teleticket,https://teleticket.com.pe/todos,0.9,"Teleticket lista temporada del 20 al 30 de agosto de 2026"
2026-08-17,The Walking Dev: DevOps en AWS y los servicios que volvieron de la muerte,2026-08-21,19:00,,Online,Online,,Tecnologia,Meetup Lima,https://www.meetup.com/es-ES/aws-sbg-at-universidad-tecnologica-del-peru/,0.82,"Meetup/AWS SBG lista charla online alrededor del 21-22 de agosto a las 19:00 PET; fecha normalizada al 21 segun snippet principal"
2026-08-17,Evening walk in Miraflores. History and stories,2026-08-21,18:00,,Miraflores,Miraflores,,Caminata cultural,Meetup Lima,https://www.meetup.com/find/pe--lima/networking/,0.78,"Meetup networking lista caminata el viernes 21 de agosto a las 18:00 PET"
2026-08-17,Gran Circo de Rusia 2026,2026-08-21,,,Explanada Olguin del Jockey,Santiago de Surco,"Av. Manuel Olguin 170, Santiago de Surco",Circo,Teleticket,https://teleticket.com.pe/todos,0.91,"Teleticket lista temporada del 21 al 30 de agosto de 2026"
2026-08-17,Los Inoxidables en Miraflores,2026-08-21,,,Teatro Auditorio Miraflores,Miraflores,,Teatro,Teleticket,https://teleticket.com.pe/todos,0.9,"Teleticket lista temporada del 21 al 29 de agosto de 2026"
2026-08-17,Hablando Huevadas,2026-08-21,,,Teatro Canout,Miraflores,,Humor,Teleticket,https://teleticket.com.pe/todos,0.91,"Teleticket lista funcion el 21 de agosto de 2026"
2026-08-17,Juan Gabriel Vive Pueblo Libre,2026-08-21,,,Centro de Convenciones Bolivar,Pueblo Libre,,Musica,Teleticket,https://teleticket.com.pe/todos,0.91,"Teleticket lista concierto el 21 de agosto de 2026"
2026-08-17,Divorcio y Tango - Comedia de parejas en Barranco,2026-08-21,,,Capital Restobar,Barranco,,Teatro,Teleticket,https://teleticket.com.pe/todos,0.89,"Teleticket lista temporada del 21 al 22 de agosto de 2026"
2026-08-17,Corazon de Loba,2026-08-21,,,Teatro Claretiano,San Miguel,,Teatro,Teleticket,https://teleticket.com.pe/todos,0.88,"Teleticket lista temporada del 21 al 30 de agosto de 2026"
