date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-07-17,BODAS DE PLATA DE LA SALA PARA PERSONAS CON DISCAPACIDAD VISUAL,2026-07-17,00:00,,Gran Biblioteca Publica de Lima,Cercado de Lima,"Av. Abancay 4ta cdra. s/n, Cercado de Lima",Otros,BNP eventos,https://eventos.bnp.gob.pe/,0.87,Evento BNP listado para 17 JUL; horario no visible en listado
2026-07-17,EVA AYLLON,2026-07-17,00:00,,Centro de Convenciones Bianca,Lima,"Lima, Peru",Musica,Songkick,https://www.songkick.com/metro-areas/31493-peru-lima/this-month,0.84,Concierto listado por Songkick; horario no visible
2026-07-17,SUPERFICIES VITALES,2026-07-17,09:00,21:00,Euroidiomas,Miraflores,"Calle Libertad 130, Miraflores",Exposicion,EntradaLibre,https://entradalibre.me/event/superficies-vitales/,0.93,Exposicion vigente del 17 de julio al 29 de agosto
2026-07-17,EL MERCADO FERIA DE CERAMICA CONTEMPORANEA,2026-07-17,10:00,20:00,Estacion Cultural Britanico,Miraflores,"Jr. Bellavista 538, Miraflores",Feria,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.88,Ingreso libre; listado en agenda cultural de Lima del 17 de julio
2026-07-17,IMAGEN EXPANDIDA,2026-07-17,10:30,20:00,Galeria del Parque de la Amistad,Santiago de Surco,"Parque de la Amistad, Santiago de Surco",Exposicion,EntradaLibre,https://entradalibre.me/event/imagen-expandida/,0.92,Exposicion vigente del 17 de julio al 16 de agosto
2026-07-17,CASA WARNER BROS EXPERIENCIA INMERSIVA,2026-07-17,11:00,22:00,Explanada del Centro Comercial Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, Independencia",Experiencia inmersiva,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.86,Experiencia familiar; agenda indica funciones diarias esta semana
2026-07-17,EL PRINCIPITO L'EXPERIENCE,2026-07-17,11:00,19:00,Centro Comercial Mall del Sur,San Juan de Miraflores,"Av. Los Lirios y Av. Pedro Miotta, San Juan de Miraflores",Experiencia inmersiva,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.86,"Funciones 11:00, 13:00, 15:00, 17:00 y 19:00; tambien listado en Teleticket"
2026-07-17,FERIA DEL PATIO,2026-07-17,12:00,20:00,Museo de Arte de Lima,Cercado de Lima,"Av. 9 de Diciembre 125, Cercado de Lima",Feria,EntradaLibre,https://entradalibre.me/event/feria-del-patio-3/,0.96,Feria cultural gratuita por Fiestas Patrias; del 17 al 19 de julio; programacion diaria
2026-07-17,CHERRY BLOSSOM EXPERIENCIA CULTURAL JAPONESA,2026-07-17,15:00,22:00,Zona Tangüis del Circuito Magico del Agua,Cercado de Lima,"Av. Petit Thouars cuadra 7, Santa Beatriz, Cercado de Lima",Festival,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.85,Festival cultural japones; agenda semanal
2026-07-17,POLITICAS FAMILIARES,2026-07-17,18:00,20:00,Ministerio de Cultura del Peru,San Borja,"Av. Javier Prado Este 2465, San Borja",Cine,EntradaLibre,https://entradalibre.me/event/politicas-familiares-7/,0.91,Proyeccion gratuita
