date_found,event_title,event_date,start_time,end_time,venue,district,address,category,source_name,source_url,confidence_score,notes
2026-08-14,Casa Warner Bros experiencia inmersiva,2026-08-14,11:00,22:00,Explanada Centro Comercial Plaza Norte,Independencia,"Av. Alfredo Mendiola 1400, Independencia, Lima",Exhibicion,Heptagrama,https://heptagrama.com/agenda-cultural-lima.htm,0.91,"Heptagrama agenda del 14 de agosto confirma horario diario y sede; evento familiar de pago"
2026-08-14,El Principito L Experience,2026-08-14,11:00,21:00,Mall del Sur,San Juan de Miraflores,"Av. Pedro Miotta, San Juan de Miraflores, Lima",Exhibicion,Teleticket,https://teleticket.com.pe/el-principito-l-experience-2026,0.96,"Teleticket confirma vigencia hasta 30 de agosto, recinto, horario y duracion aproximada"
2026-08-14,Futbol Fest X,2026-08-14,12:00,21:00,Deporplaza,Jockey Club - Santiago de Surco,"Av. El Derby S/N, Santiago de Surco, Lima",Entretenimiento,Teleticket,https://teleticket.com.pe/evento/futbol-fest-x-deporplaza,0.96,"Teleticket confirma del 14 al 30 de agosto; horario lunes a viernes 12:00-21:00 y fines de semana 10:00-22:00"
2026-08-14,El Circo Rousell regresa a Lima,2026-08-14,,,Explanada Tribuna del Jockey Club,Santiago de Surco,,Circo,Teleticket,https://teleticket.com.pe/circo-rousell-2026,0.9,"Teleticket agenda confirma funciones del 14 al 16 de agosto; hora exacta pendiente por funcion"
2026-08-14,El Gran Circo de Ucrania presenta Zirka,2026-08-14,,,Explanada Tribuna del Jockey Club,Santiago de Surco,,Circo,Teleticket,https://teleticket.com.pe/todos,0.86,"Agenda Teleticket lista evento del 14 al 16 de agosto en Lima; horario requiere validar funcion"
2026-08-14,Gran Circo de Rusia 2026,2026-08-14,,,Explanada Olguin del Jockey,Santiago de Surco,,Circo,Teleticket,https://teleticket.com.pe/todos,0.86,"Agenda Teleticket lista temporada del 14 al 30 de agosto en Lima; horario requiere validar funcion"
2026-08-14,Circo de la Casa de Timoteo,2026-08-14,,,Megaplaza Independencia,Independencia,,Circo,Teleticket,https://teleticket.com.pe/todos,0.86,"Agenda Teleticket lista temporada del 14 al 30 de agosto en Lima; horario requiere validar funcion"
2026-08-14,Circo de las Estrellas Carlota la Reina del Pop,2026-08-14,,,Parque de las Leyendas - Puerta 8,San Miguel,,Circo,Teleticket,https://teleticket.com.pe/todos,0.86,"Agenda Teleticket lista temporada del 14 al 30 de agosto en Lima; horario requiere validar funcion"
2026-08-14,Trilogia de la Salsa 90s,2026-08-14,,,Multiespacio Costa 21,San Miguel,"Costa Verde s/n, San Miguel, Lima",Musica,Teleticket,https://teleticket.com.pe/trilogiasalsa90s,0.91,"Teleticket agenda confirma fecha 14 de agosto y recinto Costa 21"
2026-08-14,Hablando Huevadas,2026-08-14,,,Teatro Canout,Miraflores,,Humor,Teleticket,https://teleticket.com.pe/evento/ATM018,0.9,"Teleticket agenda confirma funcion del 14 de agosto en Teatro Canout"
